grpidx_i,grpidx_j,i_size,j_size,locseqidx_i,locseqidx_j,grpid_i,grpid_j,seqid_i,seqid_j,val,pval,dXX,dYY,dXY,flE
2,3,3,4,2,3,8,9,352683179,33241334,0.00000,1.00000,0.56078,0.52447,0.79496,0.75540
2,4,3,1,0,0,8,10,118431476,320451021,0.00000,1.00000,0.56078,0.00000,0.00000,0.00000
2,4,3,1,1,0,8,10,14601969,320451021,0.00000,1.00000,0.56078,0.00000,0.00000,0.00000
2,4,3,1,2,0,8,10,352683179,320451021,0.00000,1.00000,0.56078,0.00000,0.00000,0.00000
2,5,3,2,0,0,8,11,118431476,162457492,0.00000,1.00000,0.56078,0.46438,0.86124,0.73237
2,5,3,2,0,1,8,11,118431476,224368219,0.00000,1.00000,0.56078,0.46438,0.86124,0.77554
2,5,3,2,1,0,8,11,14601969,162457492,0.00000,1.00000,0.56078,0.46438,0.86124,0.67338
2,5,3,2,1,1,8,11,14601969,224368219,0.00000,1.00000,0.56078,0.46438,0.86124,0.65468
2,5,3,2,2,0,8,11,352683179,162457492,0.00000,1.00000,0.56078,0.46438,0.86124,0.74245
2,5,3,2,2,1,8,11,352683179,224368219,0.00000,1.00000,0.56078,0.46438,0.86124,0.72950
2,6,3,5,0,0,8,13,118431476,110667019,0.00000,1.00000,0.56078,0.62386,0.79369,0.73669
2,6,3,5,0,1,8,13,118431476,110667318,0.00000,1.00000,0.56078,0.62386,0.79369,0.74245
2,6,3,5,0,2,8,13,118431476,110667523,0.00000,1.00000,0.56078,0.62386,0.79369,0.73669
2,6,3,5,0,3,8,13,118431476,20090468,0.00000,1.00000,0.56078,0.62386,0.79369,0.76835
2,6,3,5,0,4,8,13,118431476,20092112,0.00000,1.00000,0.56078,0.62386,0.79369,0.75252
2,6,3,5,1,0,8,13,14601969,110667019,0.00000,1.00000,0.56078,0.62386,0.79369,0.68921
2,6,3,5,1,1,8,13,14601969,110667318,0.00000,1.00000,0.56078,0.62386,0.79369,0.79712
2,6,3,5,1,2,8,13,14601969,110667523,0.00000,1.00000,0.56078,0.62386,0.79369,0.72950
2,6,3,5,1,3,8,13,14601969,20090468,0.00000,1.00000,0.56078,0.62386,0.79369,0.68777
2,6,3,5,1,4,8,13,14601969,20092112,0.00000,1.00000,0.56078,0.62386,0.79369,0.75827
2,6,3,5,2,0,8,13,352683179,110667019,0.00000,1.00000,0.56078,0.62386,0.79369,0.73237
2,6,3,5,2,1,8,13,352683179,110667318,0.00000,1.00000,0.56078,0.62386,0.79369,0.75540
2,6,3,5,2,2,8,13,352683179,110667523,0.00000,1.00000,0.56078,0.62386,0.79369,0.74532
2,6,3,5,2,3,8,13,352683179,20090468,0.00000,1.00000,0.56078,0.62386,0.79369,0.73381
2,6,3,5,2,4,8,13,352683179,20092112,0.00000,1.00000,0.56078,0.62386,0.79369,0.75108
2,7,3,17,0,0,8,14,118431476,154687337,0.00000,1.00000,0.56078,0.51604,0.72396,0.76403
2,7,3,17,0,1,8,14,118431476,16080278,0.00000,1.00000,0.56078,0.51604,0.72396,0.76403
2,7,3,17,0,2,8,14,118431476,222095618,0.00000,1.00000,0.56078,0.51604,0.72396,0.80719
2,7,3,17,0,3,8,14,118431476,226311442,0.00000,1.00000,0.56078,0.51604,0.72396,0.76835
2,7,3,17,0,4,8,14,118431476,288553998,0.00000,1.00000,0.56078,0.51604,0.72396,0.77698
2,7,3,17,0,5,8,14,118431476,294500165,0.00000,1.00000,0.56078,0.51604,0.72396,0.74532
2,7,3,17,0,6,8,14,118431476,294501688,0.00000,1.00000,0.56078,0.51604,0.72396,0.78129
2,7,3,17,0,7,8,14,118431476,295705521,0.00000,1.00000,0.56078,0.51604,0.72396,0.75396
2,7,3,17,0,8,8,14,118431476,295707036,0.00000,1.00000,0.56078,0.51604,0.72396,0.75540
2,7,3,17,0,9,8,14,118431476,301053523,0.00000,1.00000,0.56078,0.51604,0.72396,0.76691
2,7,3,17,0,10,8,14,118431476,305675819,0.00000,1.00000,0.56078,0.51604,0.72396,0.77122
2,7,3,17,0,11,8,14,118431476,308174920,0.00000,1.00000,0.56078,0.51604,0.72396,0.76691
2,7,3,17,0,12,8,14,118431476,328957103,0.00000,1.00000,0.56078,0.51604,0.72396,0.79281
2,7,3,17,0,13,8,14,118431476,49481190,0.00000,1.00000,0.56078,0.51604,0.72396,0.75108
2,7,3,17,0,14,8,14,118431476,52081719,0.00000,1.00000,0.56078,0.51604,0.72396,0.78273
2,7,3,17,0,15,8,14,118431476,52143451,0.00000,1.00000,0.56078,0.51604,0.72396,0.76835
2,7,3,17,0,16,8,14,118431476,52787105,0.00000,1.00000,0.56078,0.51604,0.72396,0.78129
2,7,3,17,1,0,8,14,14601969,154687337,0.00000,1.00000,0.56078,0.51604,0.72396,0.60000
2,7,3,17,1,1,8,14,14601969,16080278,0.00000,1.00000,0.56078,0.51604,0.72396,0.58849
2,7,3,17,1,2,8,14,14601969,222095618,0.00000,1.00000,0.56078,0.51604,0.72396,0.60576
2,7,3,17,1,3,8,14,14601969,226311442,0.00000,1.00000,0.56078,0.51604,0.72396,0.62590
2,7,3,17,1,4,8,14,14601969,288553998,0.00000,1.00000,0.56078,0.51604,0.72396,0.58273
2,7,3,17,1,5,8,14,14601969,294500165,0.00000,1.00000,0.56078,0.51604,0.72396,0.74676
2,7,3,17,1,6,8,14,14601969,294501688,0.00000,1.00000,0.56078,0.51604,0.72396,0.63165
2,7,3,17,1,7,8,14,14601969,295705521,0.00000,1.00000,0.56078,0.51604,0.72396,0.75540
2,7,3,17,1,8,8,14,14601969,295707036,0.00000,1.00000,0.56078,0.51604,0.72396,0.60863
2,7,3,17,1,9,8,14,14601969,301053523,0.00000,1.00000,0.56078,0.51604,0.72396,0.60000
2,7,3,17,1,10,8,14,14601969,305675819,0.00000,1.00000,0.56078,0.51604,0.72396,0.57410
2,7,3,17,1,11,8,14,14601969,308174920,0.00000,1.00000,0.56078,0.51604,0.72396,0.57986
2,7,3,17,1,12,8,14,14601969,328957103,0.00000,1.00000,0.56078,0.51604,0.72396,0.69209
2,7,3,17,1,13,8,14,14601969,49481190,0.00000,1.00000,0.56078,0.51604,0.72396,0.62158
2,7,3,17,1,14,8,14,14601969,52081719,0.00000,1.00000,0.56078,0.51604,0.72396,0.55827
2,7,3,17,1,15,8,14,14601969,52143451,0.00000,1.00000,0.56078,0.51604,0.72396,0.61151
2,7,3,17,1,16,8,14,14601969,52787105,0.00000,1.00000,0.56078,0.51604,0.72396,0.60000
2,7,3,17,2,0,8,14,352683179,154687337,0.00000,1.00000,0.56078,0.51604,0.72396,0.72662
2,7,3,17,2,1,8,14,352683179,16080278,0.00000,1.00000,0.56078,0.51604,0.72396,0.71942
2,7,3,17,2,2,8,14,352683179,222095618,0.00000,1.00000,0.56078,0.51604,0.72396,0.71799
2,7,3,17,2,3,8,14,352683179,226311442,0.00000,1.00000,0.56078,0.51604,0.72396,0.73381
2,7,3,17,2,4,8,14,352683179,288553998,0.00000,1.00000,0.56078,0.51604,0.72396,0.73094
2,7,3,17,2,5,8,14,352683179,294500165,0.00000,1.00000,0.56078,0.51604,0.72396,0.75683
2,7,3,17,2,6,8,14,352683179,294501688,0.00000,1.00000,0.56078,0.51604,0.72396,0.75396
2,7,3,17,2,7,8,14,352683179,295705521,0.00000,1.00000,0.56078,0.51604,0.72396,0.74101
2,7,3,17,2,8,8,14,352683179,295707036,0.00000,1.00000,0.56078,0.51604,0.72396,0.73381
2,7,3,17,2,9,8,14,352683179,301053523,0.00000,1.00000,0.56078,0.51604,0.72396,0.74820
2,7,3,17,2,10,8,14,352683179,305675819,0.00000,1.00000,0.56078,0.51604,0.72396,0.71655
2,7,3,17,2,11,8,14,352683179,308174920,0.00000,1.00000,0.56078,0.51604,0.72396,0.73094
2,7,3,17,2,12,8,14,352683179,328957103,0.00000,1.00000,0.56078,0.51604,0.72396,0.75252
2,7,3,17,2,13,8,14,352683179,49481190,0.00000,1.00000,0.56078,0.51604,0.72396,0.75252
2,7,3,17,2,14,8,14,352683179,52081719,0.00000,1.00000,0.56078,0.51604,0.72396,0.72950
2,7,3,17,2,15,8,14,352683179,52143451,0.00000,1.00000,0.56078,0.51604,0.72396,0.72950
2,7,3,17,2,16,8,14,352683179,52787105,0.00000,1.00000,0.56078,0.51604,0.72396,0.73813
2,8,3,3,0,0,8,19,118431476,189218758,0.00000,1.00000,0.56078,0.52760,0.82870,0.76259
2,8,3,3,0,1,8,19,118431476,189219259,0.00000,1.00000,0.56078,0.52760,0.82870,0.73813
2,8,3,3,0,2,8,19,118431476,226226774,0.00000,1.00000,0.56078,0.52760,0.82870,0.72518
2,8,3,3,1,0,8,19,14601969,189218758,0.00000,1.00000,0.56078,0.52760,0.82870,0.67626
2,8,3,3,1,1,8,19,14601969,189219259,0.00000,1.00000,0.56078,0.52760,0.82870,0.73094
2,8,3,3,1,2,8,19,14601969,226226774,0.00000,1.00000,0.56078,0.52760,0.82870,0.69640
2,8,3,3,2,0,8,19,352683179,189218758,0.00000,1.00000,0.56078,0.52760,0.82870,0.75971
2,8,3,3,2,1,8,19,352683179,189219259,0.00000,1.00000,0.56078,0.52760,0.82870,0.76259
2,8,3,3,2,2,8,19,352683179,226226774,0.00000,1.00000,0.56078,0.52760,0.82870,0.77266
2,9,3,1,0,0,8,20,118431476,32476680,0.00000,1.00000,0.56078,0.00000,0.00000,0.00000
2,9,3,1,1,0,8,20,14601969,32476680,0.00000,1.00000,0.56078,0.00000,0.00000,0.00000
2,9,3,1,2,0,8,20,352683179,32476680,0.00000,1.00000,0.56078,0.00000,0.00000,0.00000
2,10,3,3,0,0,8,21,118431476,225619554,0.00000,1.00000,0.56078,0.42910,0.80476,0.77698
2,10,3,3,0,1,8,21,118431476,300869894,0.00000,1.00000,0.56078,0.42910,0.80476,0.79281
2,10,3,3,0,2,8,21,118431476,45656382,0.00000,1.00000,0.56078,0.42910,0.80476,0.72662
2,10,3,3,1,0,8,21,14601969,225619554,0.00000,1.00000,0.56078,0.42910,0.80476,0.58273
2,10,3,3,1,1,8,21,14601969,300869894,0.00000,1.00000,0.56078,0.42910,0.80476,0.59424
2,10,3,3,1,2,8,21,14601969,45656382,0.00000,1.00000,0.56078,0.42910,0.80476,0.71079
2,10,3,3,2,0,8,21,352683179,225619554,0.00000,1.00000,0.56078,0.42910,0.80476,0.71799
2,10,3,3,2,1,8,21,352683179,300869894,0.00000,1.00000,0.56078,0.42910,0.80476,0.76259
2,10,3,3,2,2,8,21,352683179,45656382,0.00000,1.00000,0.56078,0.42910,0.80476,0.75827
2,11,3,1,0,0,8,22,118431476,217077726,0.00000,1.00000,0.56078,0.00000,0.00000,0.00000
2,11,3,1,1,0,8,22,14601969,217077726,0.00000,1.00000,0.56078,0.00000,0.00000,0.00000
2,11,3,1,2,0,8,22,352683179,217077726,0.00000,1.00000,0.56078,0.00000,0.00000,0.00000
3,0,4,9,0,0,9,1,16330350,121637224,1.33669,0.00400,0.52447,0.36672,0.70762,0.68489
3,0,4,9,0,1,9,1,16330350,134102733,1.31799,0.01798,0.52447,0.36672,0.70762,0.70216
3,0,4,9,0,2,9,1,16330350,148661083,1.33669,0.00599,0.52447,0.36672,0.70762,0.69209
3,0,4,9,0,3,9,1,16330350,15608435,1.33669,0.00400,0.52447,0.36672,0.70762,0.69784
3,0,4,9,0,4,9,1,16330350,183984073,1.34532,0.00200,0.52447,0.36672,0.70762,0.68489
3,0,4,9,0,5,9,1,16330350,224989699,1.33669,0.00799,0.52447,0.36672,0.70762,0.68201
3,0,4,9,0,6,9,1,16330350,31792488,1.33669,0.00500,0.52447,0.36672,0.70762,0.70072
3,0,4,9,0,7,9,1,16330350,339631364,1.33669,0.00599,0.52447,0.36672,0.70762,0.70072
3,0,4,9,0,8,9,1,16330350,340626311,1.33669,0.00500,0.52447,0.36672,0.70762,0.68201
3,0,4,9,1,0,9,1,16330874,121637224,1.38417,0.00100,0.52447,0.36672,0.70762,0.67626
3,0,4,9,1,1,9,1,16330874,134102733,1.41727,0.00100,0.52447,0.36672,0.70762,0.65755
3,0,4,9,1,2,9,1,16330874,148661083,1.38417,0.00100,0.52447,0.36672,0.70762,0.66763
3,0,4,9,1,3,9,1,16330874,15608435,1.38417,0.00100,0.52447,0.36672,0.70762,0.67626
3,0,4,9,1,4,9,1,16330874,183984073,1.38849,0.00100,0.52447,0.36672,0.70762,0.65036
3,0,4,9,1,5,9,1,16330874,224989699,1.38417,0.00100,0.52447,0.36672,0.70762,0.64892
3,0,4,9,1,6,9,1,16330874,31792488,1.38417,0.00100,0.52447,0.36672,0.70762,0.65324
3,0,4,9,1,7,9,1,16330874,339631364,1.38417,0.00100,0.52447,0.36672,0.70762,0.67482
3,0,4,9,1,8,9,1,16330874,340626311,1.38417,0.00100,0.52447,0.36672,0.70762,0.62878
3,0,4,9,2,0,9,1,172037359,121637224,1.33237,0.00300,0.52447,0.36672,0.70762,0.70647
3,0,4,9,2,1,9,1,172037359,134102733,1.31079,0.02198,0.52447,0.36672,0.70762,0.72806
3,0,4,9,2,2,9,1,172037359,148661083,1.33237,0.00100,0.52447,0.36672,0.70762,0.71079
3,0,4,9,2,3,9,1,172037359,15608435,1.33237,0.00200,0.52447,0.36672,0.70762,0.71367
3,0,4,9,2,4,9,1,172037359,183984073,1.33094,0.00699,0.52447,0.36672,0.70762,0.70360
3,0,4,9,2,5,9,1,172037359,224989699,1.33237,0.00300,0.52447,0.36672,0.70762,0.69353
3,0,4,9,2,6,9,1,172037359,31792488,1.33237,0.00400,0.52447,0.36672,0.70762,0.69640
3,0,4,9,2,7,9,1,172037359,339631364,1.33237,0.00599,0.52447,0.36672,0.70762,0.69640
3,0,4,9,2,8,9,1,172037359,340626311,1.33237,0.00400,0.52447,0.36672,0.70762,0.69496
3,0,4,9,3,0,9,1,33241334,121637224,1.35108,0.00100,0.52447,0.36672,0.70762,0.70791
3,0,4,9,3,1,9,1,33241334,134102733,1.50504,0.00100,0.52447,0.36672,0.70762,0.63022
3,0,4,9,3,2,9,1,33241334,148661083,1.35108,0.00100,0.52447,0.36672,0.70762,0.68633
3,0,4,9,3,3,9,1,33241334,15608435,1.35108,0.00100,0.52447,0.36672,0.70762,0.70072
3,0,4,9,3,4,9,1,33241334,183984073,1.34820,0.00100,0.52447,0.36672,0.70762,0.71511
3,0,4,9,3,5,9,1,33241334,224989699,1.35108,0.00100,0.52447,0.36672,0.70762,0.69928
3,0,4,9,3,6,9,1,33241334,31792488,1.35108,0.00100,0.52447,0.36672,0.70762,0.70791
3,0,4,9,3,7,9,1,33241334,339631364,1.35108,0.00100,0.52447,0.36672,0.70762,0.69784
3,0,4,9,3,8,9,1,33241334,340626311,1.35108,0.00100,0.52447,0.36672,0.70762,0.70360
3,1,4,2,0,0,9,7,16330350,270308375,1.31511,0.01099,0.52447,0.37512,0.75764,0.73813
3,1,4,2,0,1,9,7,16330350,73748894,1.31079,0.02198,0.52447,0.37512,0.75764,0.71367
3,1,4,2,1,0,9,7,16330874,270308375,1.42158,0.00100,0.52447,0.37512,0.75764,0.64460
3,1,4,2,1,1,9,7,16330874,73748894,1.56115,0.00100,0.52447,0.37512,0.75764,0.56691
3,1,4,2,2,0,9,7,172037359,270308375,1.32374,0.00899,0.52447,0.37512,0.75764,0.69496
3,1,4,2,2,1,9,7,172037359,73748894,1.30935,0.02198,0.52447,0.37512,0.75764,0.71942
3,1,4,2,3,0,9,7,33241334,270308375,1.55971,0.00100,0.52447,0.37512,0.75764,0.57554
3,1,4,2,3,1,9,7,33241334,73748894,1.42302,0.00100,0.52447,0.37512,0.75764,0.63597
3,2,4,3,0,0,9,8,16330350,118431476,1.25180,0.20180,0.52447,0.56078,0.79496,0.74964
3,2,4,3,0,1,9,8,16330350,14601969,1.33237,0.00500,0.52447,0.56078,0.79496,0.70935
3,2,4,3,0,2,9,8,16330350,352683179,1.22878,0.62937,0.52447,0.56078,0.79496,0.74964
3,2,4,3,1,0,9,8,16330874,118431476,1.24892,0.25774,0.52447,0.56078,0.79496,0.72374
3,2,4,3,1,1,9,8,16330874,14601969,1.39568,0.00100,0.52447,0.56078,0.79496,0.67626
3,2,4,3,1,2,9,8,16330874,352683179,1.21439,0.81419,0.52447,0.56078,0.79496,0.75827
3,2,4,3,2,0,9,8,172037359,118431476,1.25612,0.13986,0.52447,0.56078,0.79496,0.76547
3,2,4,3,2,1,9,8,172037359,14601969,1.32806,0.00599,0.52447,0.56078,0.79496,0.69353
3,2,4,3,2,2,9,8,172037359,352683179,1.23453,0.54545,0.52447,0.56078,0.79496,0.75396
3,2,4,3,3,0,9,8,33241334,118431476,1.20576,0.49151,0.52447,0.56078,0.79496,0.79281
3,2,4,3,3,1,9,8,33241334,14601969,1.52518,0.00100,0.52447,0.56078,0.79496,0.60576
3,2,4,3,3,2,9,8,33241334,352683179,1.24173,0.36064,0.52447,0.56078,0.79496,0.75540
3,3,4,4,0,0,9,9,16330350,16330350,0.00000,1.00000,0.52447,0.52447,0.52447,0.00000
3,3,4,4,0,1,9,9,16330350,16330874,0.00000,1.00000,0.52447,0.52447,0.52447,0.68777
3,3,4,4,0,2,9,9,16330350,172037359,0.00000,1.00000,0.52447,0.52447,0.52447,0.45899
3,3,4,4,0,3,9,9,16330350,33241334,0.00000,1.00000,0.52447,0.52447,0.52447,0.75252
3,3,4,4,1,0,9,9,16330874,16330350,0.00000,1.00000,0.52447,0.52447,0.52447,0.68777
3,3,4,4,1,1,9,9,16330874,16330874,0.00000,1.00000,0.52447,0.52447,0.52447,0.00000
3,3,4,4,1,2,9,9,16330874,172037359,0.00000,1.00000,0.52447,0.52447,0.52447,0.66906
3,3,4,4,1,3,9,9,16330874,33241334,0.00000,1.00000,0.52447,0.52447,0.52447,0.66043
3,3,4,4,2,0,9,9,172037359,16330350,0.00000,1.00000,0.52447,0.52447,0.52447,0.45899
3,3,4,4,2,1,9,9,172037359,16330874,0.00000,1.00000,0.52447,0.52447,0.52447,0.66906
3,3,4,4,2,2,9,9,172037359,172037359,0.00000,1.00000,0.52447,0.52447,0.52447,0.00000
3,3,4,4,2,3,9,9,172037359,33241334,0.00000,1.00000,0.52447,0.52447,0.52447,0.70935
3,3,4,4,3,0,9,9,33241334,16330350,0.00000,1.00000,0.52447,0.52447,0.52447,0.75252
3,3,4,4,3,1,9,9,33241334,16330874,0.00000,1.00000,0.52447,0.52447,0.52447,0.66043
3,3,4,4,3,2,9,9,33241334,172037359,0.00000,1.00000,0.52447,0.52447,0.52447,0.70935
3,3,4,4,3,3,9,9,33241334,33241334,0.00000,1.00000,0.52447,0.52447,0.52447,0.00000
3,4,4,1,0,0,9,10,16330350,320451021,0.00000,1.00000,0.52447,0.00000,0.00000,0.00000
3,4,4,1,1,0,9,10,16330874,320451021,0.00000,1.00000,0.52447,0.00000,0.00000,0.00000
3,4,4,1,2,0,9,10,172037359,320451021,0.00000,1.00000,0.52447,0.00000,0.00000,0.00000
3,4,4,1,3,0,9,10,33241334,320451021,0.00000,1.00000,0.52447,0.00000,0.00000,0.00000
3,5,4,2,0,0,9,11,16330350,162457492,0.00000,1.00000,0.52447,0.46438,0.79644,0.70791
3,5,4,2,0,1,9,11,16330350,224368219,0.00000,1.00000,0.52447,0.46438,0.79644,0.69496
3,5,4,2,1,0,9,11,16330874,162457492,0.00000,1.00000,0.52447,0.46438,0.79644,0.67914
3,5,4,2,1,1,9,11,16330874,224368219,0.00000,1.00000,0.52447,0.46438,0.79644,0.64892
3,5,4,2,2,0,9,11,172037359,162457492,0.00000,1.00000,0.52447,0.46438,0.79644,0.74101
3,5,4,2,2,1,9,11,172037359,224368219,0.00000,1.00000,0.52447,0.46438,0.79644,0.70360
3,5,4,2,3,0,9,11,33241334,162457492,0.00000,1.00000,0.52447,0.46438,0.79644,0.72662
3,5,4,2,3,1,9,11,33241334,224368219,0.00000,1.00000,0.52447,0.46438,0.79644,0.65755
3,6,4,5,0,0,9,13,16330350,110667019,0.00000,1.00000,0.52447,0.62386,0.75752,0.73094
3,6,4,5,0,1,9,13,16330350,110667318,0.00000,1.00000,0.52447,0.62386,0.75752,0.79137
3,6,4,5,0,2,9,13,16330350,110667523,0.00000,1.00000,0.52447,0.62386,0.75752,0.67626
3,6,4,5,0,3,9,13,16330350,20090468,0.00000,1.00000,0.52447,0.62386,0.75752,0.71367
3,6,4,5,0,4,9,13,16330350,20092112,0.00000,1.00000,0.52447,0.62386,0.75752,0.74245
3,6,4,5,1,0,9,13,16330874,110667019,0.00000,1.00000,0.52447,0.62386,0.75752,0.61295
3,6,4,5,1,1,9,13,16330874,110667318,0.00000,1.00000,0.52447,0.62386,0.75752,0.81151
3,6,4,5,1,2,9,13,16330874,110667523,0.00000,1.00000,0.52447,0.62386,0.75752,0.68633
3,6,4,5,1,3,9,13,16330874,20090468,0.00000,1.00000,0.52447,0.62386,0.75752,0.66187
3,6,4,5,1,4,9,13,16330874,20092112,0.00000,1.00000,0.52447,0.62386,0.75752,0.75396
3,6,4,5,2,0,9,13,172037359,110667019,0.00000,1.00000,0.52447,0.62386,0.75752,0.69640
3,6,4,5,2,1,9,13,172037359,110667318,0.00000,1.00000,0.52447,0.62386,0.75752,0.76978
3,6,4,5,2,2,9,13,172037359,110667523,0.00000,1.00000,0.52447,0.62386,0.75752,0.68921
3,6,4,5,2,3,9,13,172037359,20090468,0.00000,1.00000,0.52447,0.62386,0.75752,0.72950
3,6,4,5,2,4,9,13,172037359,20092112,0.00000,1.00000,0.52447,0.62386,0.75752,0.74245
3,6,4,5,3,0,9,13,33241334,110667019,0.00000,1.00000,0.52447,0.62386,0.75752,0.64173
3,6,4,5,3,1,9,13,33241334,110667318,0.00000,1.00000,0.52447,0.62386,0.75752,0.79424
3,6,4,5,3,2,9,13,33241334,110667523,0.00000,1.00000,0.52447,0.62386,0.75752,0.73525
3,6,4,5,3,3,9,13,33241334,20090468,0.00000,1.00000,0.52447,0.62386,0.75752,0.67482
3,6,4,5,3,4,9,13,33241334,20092112,0.00000,1.00000,0.52447,0.62386,0.75752,0.73813
3,7,4,17,0,0,9,14,16330350,154687337,0.00000,1.00000,0.52447,0.51604,0.67489,0.71223
3,7,4,17,0,1,9,14,16330350,16080278,0.00000,1.00000,0.52447,0.51604,0.67489,0.71655
3,7,4,17,0,2,9,14,16330350,222095618,0.00000,1.00000,0.52447,0.51604,0.67489,0.70360
3,7,4,17,0,3,9,14,16330350,226311442,0.00000,1.00000,0.52447,0.51604,0.67489,0.70360
3,7,4,17,0,4,9,14,16330350,288553998,0.00000,1.00000,0.52447,0.51604,0.67489,0.72806
3,7,4,17,0,5,9,14,16330350,294500165,0.00000,1.00000,0.52447,0.51604,0.67489,0.74964
3,7,4,17,0,6,9,14,16330350,294501688,0.00000,1.00000,0.52447,0.51604,0.67489,0.73813
3,7,4,17,0,7,9,14,16330350,295705521,0.00000,1.00000,0.52447,0.51604,0.67489,0.76978
3,7,4,17,0,8,9,14,16330350,295707036,0.00000,1.00000,0.52447,0.51604,0.67489,0.70072
3,7,4,17,0,9,9,14,16330350,301053523,0.00000,1.00000,0.52447,0.51604,0.67489,0.72230
3,7,4,17,0,10,9,14,16330350,305675819,0.00000,1.00000,0.52447,0.51604,0.67489,0.72374
3,7,4,17,0,11,9,14,16330350,308174920,0.00000,1.00000,0.52447,0.51604,0.67489,0.71223
3,7,4,17,0,12,9,14,16330350,328957103,0.00000,1.00000,0.52447,0.51604,0.67489,0.72374
3,7,4,17,0,13,9,14,16330350,49481190,0.00000,1.00000,0.52447,0.51604,0.67489,0.72806
3,7,4,17,0,14,9,14,16330350,52081719,0.00000,1.00000,0.52447,0.51604,0.67489,0.72086
3,7,4,17,0,15,9,14,16330350,52143451,0.00000,1.00000,0.52447,0.51604,0.67489,0.72662
3,7,4,17,0,16,9,14,16330350,52787105,0.00000,1.00000,0.52447,0.51604,0.67489,0.72374
3,7,4,17,1,0,9,14,16330874,154687337,0.00000,1.00000,0.52447,0.51604,0.67489,0.64317
3,7,4,17,1,1,9,14,16330874,16080278,0.00000,1.00000,0.52447,0.51604,0.67489,0.65755
3,7,4,17,1,2,9,14,16330874,222095618,0.00000,1.00000,0.52447,0.51604,0.67489,0.66475
3,7,4,17,1,3,9,14,16330874,226311442,0.00000,1.00000,0.52447,0.51604,0.67489,0.67338
3,7,4,17,1,4,9,14,16330874,288553998,0.00000,1.00000,0.52447,0.51604,0.67489,0.66043
3,7,4,17,1,5,9,14,16330874,294500165,0.00000,1.00000,0.52447,0.51604,0.67489,0.70360
3,7,4,17,1,6,9,14,16330874,294501688,0.00000,1.00000,0.52447,0.51604,0.67489,0.67626
3,7,4,17,1,7,9,14,16330874,295705521,0.00000,1.00000,0.52447,0.51604,0.67489,0.71511
3,7,4,17,1,8,9,14,16330874,295707036,0.00000,1.00000,0.52447,0.51604,0.67489,0.63597
3,7,4,17,1,9,9,14,16330874,301053523,0.00000,1.00000,0.52447,0.51604,0.67489,0.65324
3,7,4,17,1,10,9,14,16330874,305675819,0.00000,1.00000,0.52447,0.51604,0.67489,0.63309
3,7,4,17,1,11,9,14,16330874,308174920,0.00000,1.00000,0.52447,0.51604,0.67489,0.64604
3,7,4,17,1,12,9,14,16330874,328957103,0.00000,1.00000,0.52447,0.51604,0.67489,0.68777
3,7,4,17,1,13,9,14,16330874,49481190,0.00000,1.00000,0.52447,0.51604,0.67489,0.65755
3,7,4,17,1,14,9,14,16330874,52081719,0.00000,1.00000,0.52447,0.51604,0.67489,0.66331
3,7,4,17,1,15,9,14,16330874,52143451,0.00000,1.00000,0.52447,0.51604,0.67489,0.68345
3,7,4,17,1,16,9,14,16330874,52787105,0.00000,1.00000,0.52447,0.51604,0.67489,0.66619
3,7,4,17,2,0,9,14,172037359,154687337,0.00000,1.00000,0.52447,0.51604,0.67489,0.71367
3,7,4,17,2,1,9,14,172037359,16080278,0.00000,1.00000,0.52447,0.51604,0.67489,0.67050
3,7,4,17,2,2,9,14,172037359,222095618,0.00000,1.00000,0.52447,0.51604,0.67489,0.70647
3,7,4,17,2,3,9,14,172037359,226311442,0.00000,1.00000,0.52447,0.51604,0.67489,0.70935
3,7,4,17,2,4,9,14,172037359,288553998,0.00000,1.00000,0.52447,0.51604,0.67489,0.68921
3,7,4,17,2,5,9,14,172037359,294500165,0.00000,1.00000,0.52447,0.51604,0.67489,0.74964
3,7,4,17,2,6,9,14,172037359,294501688,0.00000,1.00000,0.52447,0.51604,0.67489,0.69353
3,7,4,17,2,7,9,14,172037359,295705521,0.00000,1.00000,0.52447,0.51604,0.67489,0.73381
3,7,4,17,2,8,9,14,172037359,295707036,0.00000,1.00000,0.52447,0.51604,0.67489,0.67194
3,7,4,17,2,9,9,14,172037359,301053523,0.00000,1.00000,0.52447,0.51604,0.67489,0.70360
3,7,4,17,2,10,9,14,172037359,305675819,0.00000,1.00000,0.52447,0.51604,0.67489,0.71079
3,7,4,17,2,11,9,14,172037359,308174920,0.00000,1.00000,0.52447,0.51604,0.67489,0.68633
3,7,4,17,2,12,9,14,172037359,328957103,0.00000,1.00000,0.52447,0.51604,0.67489,0.71079
3,7,4,17,2,13,9,14,172037359,49481190,0.00000,1.00000,0.52447,0.51604,0.67489,0.72374
3,7,4,17,2,14,9,14,172037359,52081719,0.00000,1.00000,0.52447,0.51604,0.67489,0.71079
3,7,4,17,2,15,9,14,172037359,52143451,0.00000,1.00000,0.52447,0.51604,0.67489,0.71799
3,7,4,17,2,16,9,14,172037359,52787105,0.00000,1.00000,0.52447,0.51604,0.67489,0.70791
3,7,4,17,3,0,9,14,33241334,154687337,0.00000,1.00000,0.52447,0.51604,0.67489,0.58273
3,7,4,17,3,1,9,14,33241334,16080278,0.00000,1.00000,0.52447,0.51604,0.67489,0.53381
