AL,GN,GENE_ID,NCBI_SEQ_ID
 7150    , 27      ,137      ,225873078
 4094    , 27      ,137      ,148256392
 1033    , 27      ,137      , 27380511
 1718    , 27      ,137      , 39936313
 5650    , 27      ,137      ,209964040
 2762    , 27      ,137      , 86357305
 5382    , 27      ,137      ,190891355
 6607    , 27      ,137      ,222085675
 3350    , 27      ,137      ,110678718
10097    , 27      ,137      ,320451300
 2524    , 27      ,137      , 62181944
 8828    , 27      ,137      ,291619176
 9401    , 27      ,137      ,300309456
 2570    , 27      ,137      , 73748316
10856    , 27      ,137      ,347537381
 3731    , 27      ,137      ,120437174
 3194    , 27      ,137      ,110639535
 9579    , 27      ,137      ,300870647
 7086    , 27      ,137      ,225621028
 1828    , 27      ,137      , 45658703
  841    , 27      ,137      , 21674998
 6893    , 27      ,137      ,224370691
 5078    , 27      ,137      ,172038926
  574    , 27      ,137      , 16329941
 4292    , 27      ,137      ,150025407
   19    , 27      ,137      , 15605616
 4826    , 27      ,137      ,162450261
 7231    , 27      ,137      ,226226279
 9289    , 27      ,137      ,297621720
 5240    , 27      ,137      ,189218695
10354    , 27      ,137      ,338176295
 9749    , 27      ,137      ,302036665
 9316    , 27      ,137      ,298735656
 3016    , 27      ,137      ,109946759
 1611    , 27      ,137      , 34558027
10762    , 27      ,137      ,344212413
 5535    , 27      ,137      ,191639428
 7882    , 27      ,137      ,258509482
 1517    , 27      ,137      , 33241161
 8326    , 27      ,137      ,270307842
 8001    , 27      ,137      ,258540679
10278    , 27      ,137      ,337738340
 5912    , 27      ,137      ,217077283
 4435    , 27      ,137      ,154684634
 9931    , 27      ,137      ,308172007
 9830    , 27      ,137      ,305672815
 2013    , 27      ,137      , 52078609
 2270    , 27      ,137      , 52783971
 4547    , 27      ,137      ,157690900
 9119    , 27      ,137      ,295702350
 8906    , 27      ,137      ,294496985
  380    , 27      ,137      , 16077184
 8905    , 27      ,137      ,294496983
 9639    , 27      ,137      ,301051847
 1928    , 27      ,137      , 49479271
 2247    , 27      ,137      , 52145108
 6680    , 27      ,137      ,222093880
 8563    , 27      ,137      ,288554725
10189    , 27      ,137      ,328958728
 8502    , 27      ,137      ,281492759
  307    , 27      ,137      , 15674081
 7328    , 27      ,137      ,226309808
 3082    , 28      ,138      ,109947830
 9339    , 28      ,138      ,298735844
 1754    , 28      ,138      , 45656371
 1531    , 28      ,138      , 33241293
  648    , 28      ,138      , 16332082
10807    , 28      ,138      ,347536049
 3172    , 28      ,138      ,110638824
 3736    , 28      ,138      ,120437261
 4298    , 28      ,138      ,150025746
 1602    , 28      ,138      , 34557968
 5092    , 28      ,138      ,172039171
10355    , 28      ,138      ,338176311
10647    , 28      ,138      ,340785906
 4058    , 28      ,138      ,148255338
  995    , 28      ,138      , 27379586
 1684    , 28      ,138      , 39935649
 5670    , 28      ,138      ,209964474
 4729    , 28      ,138      ,162147547
 2772    , 28      ,138      , 86357439
 5392    , 28      ,138      ,190891500
 6619    , 28      ,138      ,222085774
 9415    , 28      ,138      ,300309767
10411    , 28      ,138      ,339326751
 8321    , 28      ,138      ,270307798
 9273    , 28      ,138      ,297621535
 2565    , 28      ,138      , 73748272
 9608    , 28      ,138      ,300871449
 5471    , 28      ,138      ,191638254
 5944    , 28      ,138      ,217077950
10249    , 28      ,138      ,337737616
 2968    , 28      ,138      , 94311566
 7016    , 28      ,138      ,225619103
 8505    , 28      ,138      ,281492830
  311    , 28      ,138      , 15674155
10139    , 28      ,138      ,328957160
 6793    , 28      ,138      ,222097904
 2134    , 28      ,138      , 52141048
 9691    , 28      ,138      ,301055965
 1895    , 28      ,138      , 49478642
   85    , 28      ,138      , 15606596
 9195    , 28      ,138      ,295706762
 9890    , 28      ,138      ,305675395
 7768    , 28      ,138      ,255767644
 4505    , 28      ,138      ,154686944
 9989    , 28      ,138      ,308174506
 2077    , 28      ,138      , 52081291
 2341    , 28      ,138      , 52786670
 4611    , 28      ,138      ,157693210
 8521    , 28      ,138      ,288553603
 7367    , 28      ,138      ,226311411
 7934    , 28      ,138      ,258539468
 7814    , 28      ,138      ,258508256
 8981    , 28      ,138      ,294501414
 3620    , 28      ,138      ,119899197
 4357    , 28      ,138      ,152980087
 3363    , 28      ,138      ,110679054
 3527    , 28      ,138      ,117626602
 2909    , 28      ,138      , 91213813
 5860    , 28      ,138      ,215489600
 2548    , 28      ,138      , 62182901
 8736    , 28      ,138      ,291616047
 9775    , 28      ,138      ,302037068
 6849    , 28      ,138      ,224369188
  807    , 28      ,138      , 21674370
 7247    , 28      ,138      ,226226689
 7186    , 28      ,138      ,225874147
10061    , 28      ,138      ,320450562
 6250    , 28      ,138      ,218692645
 1295    , 28      ,138      , 32471355
 5284    , 28      ,138      ,189219552
  354    , 28      ,138      , 15897784
10765    , 28      ,138      ,344212517
 2401    , 28      ,138      , 55378488
 8889    , 28      ,138      ,292657053
 2658    , 28      ,138      , 76800799
 3224    , 28      ,138      ,110667028
 4853    , 28      ,138      ,162453410
  723    , 28      ,138      , 20091870
 3546    , 28      ,138      ,118431600
 5005    , 28      ,138      ,170291002
 1741    , 28      ,138      , 41615045
 6452    , 28      ,138      ,218702961
10899    , 28      ,138      ,352682137
 8719    , 28      ,138      ,291285670
  937    , 28      ,138      , 26251166
 9039    , 28      ,138      ,294676053
 3886    , 28      ,138      ,134097970
 1137    , 28      ,138      , 29831994
10598    , 28      ,138      ,340627462
 4197    , 28      ,138      ,148662283
10509    , 28      ,138      ,339632476
 1257    , 28      ,138      , 31793629
 3836    , 28      ,138      ,121638331
 6977    , 28      ,138      ,224990825
  183    , 28      ,138      , 15609585
 5189    , 28      ,138      ,183983752
 5575    , 28      ,138      ,197117918
 6351    , 28      ,138      ,218698006
 6045    , 28      ,138      ,218556805
 8308    , 28      ,138      ,260871010
 6554    , 28      ,138      ,218707864
 7540    , 28      ,138      ,238903359
 5000    , 28      ,138      ,170083697
  539    , 28      ,138      , 16132080
 7641    , 28      ,138      ,254164183
 6148    , 28      ,138      ,218561416
 7743    , 28      ,138      ,254796278
 8209    , 28      ,138      ,260858410
 8108    , 28      ,138      ,260847089
 9474    , 29      ,139      ,300312097
   76    , 29      ,139      , 15606442
 1522    , 29      ,139      , 33241228
  580    , 29      ,139      , 16330075
 8441    , 29      ,139      ,281491613
 1795    , 29      ,139      , 45657773
 5931    , 29      ,139      ,217077587
 7053    , 29      ,139      ,225620049
 5067    , 29      ,139      ,172038375
10691    , 29      ,139      ,340788304
 5555    , 29      ,139      ,197117228
10387    , 29      ,139      ,339325255
 2935    , 29      ,139      , 94309979
 3598    , 29      ,139      ,119897778
 7701    , 29      ,139      ,254794841
 8679    , 29      ,139      ,291284210
 7499    , 29      ,139      ,238902015
 4963    , 29      ,139      ,170082451
  502    , 29      ,139      , 16130792
 9630    , 29      ,139      ,300871937
  897    , 29      ,139      , 26249304
 4365    , 29      ,139      ,152980207
10289    , 29      ,139      ,337738403
 5537    , 29      ,139      ,191639442
 4429    , 29      ,139      ,154684600
 8003    , 29      ,139      ,258540705
 3491    , 29      ,139      ,117625121
 4282    , 29      ,139      ,150025270
10791    , 29      ,139      ,347535297
 3735    , 29      ,139      ,120437254
 3130    , 29      ,139      ,110637161
 1984    , 29      ,139      , 49481679
 2252    , 29      ,139      , 52145139
 6675    , 29      ,139      ,222093847
 9113    , 29      ,139      ,295702317
 8899    , 29      ,139      ,294496950
 7884    , 29      ,139      ,258509503
 9825    , 29      ,139      ,305672781
 9926    , 29      ,139      ,308171972
 2009    , 29      ,139      , 52078577
 2264    , 29      ,139      , 52783938
 4541    , 29      ,139      ,157690864
 8557    , 29      ,139      ,288554692
 7323    , 29      ,139      ,226309769
10117    , 29      ,139      ,328956582
 8408    , 29      ,139      ,281490916
  219    , 29      ,139      , 15672355
  375    , 29      ,139      , 16077150
 2869    , 29      ,139      , 91212268
 6106    , 29      ,139      ,218559883
 8168    , 29      ,139      ,260857013
 6208    , 29      ,139      ,218691015
 1287    , 29      ,139      , 31794775
 3866    , 29      ,139      ,121639518
 7008    , 29      ,139      ,224992015
  209    , 29      ,139      , 15610734
 5209    , 29      ,139      ,183985070
 1242    , 29      ,139      , 31792827
 3822    , 29      ,139      ,121637548
 6963    , 29      ,139      ,224990023
 4183    , 29      ,139      ,148661436
  170    , 29      ,139      , 15608778
10535    , 29      ,139      ,339633597
 5178    , 29      ,139      ,183982461
 1399    , 29      ,139      , 32476672
 9384    , 29      ,139      ,298736875
 3035    , 29      ,139      ,109946976
 1545    , 29      ,139      , 34556537
  314    , 29      ,139      , 15897053
  691    , 29      ,139      , 20089645
10330    , 29      ,139      ,338175687
 9275    , 29      ,139      ,297621580
 5819    , 29      ,139      ,215488190
 2593    , 29      ,139      , 73748416
 4230    , 29      ,139      ,148663463
10624    , 29      ,139      ,340628563
10935    , 29      ,139      ,352683223
 1176    , 29      ,139      , 29833838
 3930    , 29      ,139      ,134101270
 8268    , 29      ,139      ,260869567
 8068    , 29      ,139      ,260845558
 6004    , 29      ,139      ,218555438
 6310    , 29      ,139      ,218696485
 6512    , 29      ,139      ,218706396
 7600    , 29      ,139      ,254162802
 2506    , 29      ,139      , 62181550
 3523    , 29      ,139      ,117626414
 4655    , 29      ,139      ,161486020
 6414    , 29      ,139      ,218701599
 9779    , 29      ,139      ,302037376
  800    , 29      ,139      , 21674209
 4824    , 29      ,139      ,162449905
 2801    , 29      ,139      , 86359247
 5424    , 29      ,139      ,190893501
 6657    , 29      ,139      ,222087177
 7266    , 29      ,139      ,226226985
 3874    , 29      ,139      ,134097022
 7119    , 29      ,139      ,225871967
 8811    , 29      ,139      ,291618680
 7380    , 30      ,140      ,226311660
 5487    , 30      ,140      ,191638498
 7831    , 30      ,140      ,258508507
10155    , 30      ,140      ,328957490
   88    , 30      ,140      , 15606650
 5287    , 30      ,140      ,189219556
 8972    , 30      ,140      ,294501281
 7951    , 30      ,140      ,258539718
 9392    , 30      ,140      ,298737104
 3098    , 30      ,140      ,109948169
 9248    , 30      ,140      ,297621010
 1788    , 30      ,140      , 45657568
10317    , 30      ,140      ,338175215
 8342    , 30      ,140      ,270307916
 2587    , 30      ,140      , 73748392
 4785    , 30      ,140      ,162149106
 5704    , 30      ,140      ,209965298
 4110    , 30      ,140      ,148257987
 9186    , 30      ,140      ,295706628
 1675    , 30      ,140      , 39934362
 1621    , 30      ,140      , 34558196
 6782    , 30      ,140      ,222097739
 9880    , 30      ,140      ,305675174
 2144    , 30      ,140      , 52141208
 4315    , 30      ,140      ,150026110
 2791    , 30      ,140      , 86358556
10842    , 30      ,140      ,347537183
 3721    , 30      ,140      ,120437120
 3132    , 30      ,140      ,110637339
 9619    , 30      ,140      ,300871652
 7047    , 30      ,140      ,225619916
10223    , 30      ,140      ,337736517
 5033    , 30      ,140      ,172036476
  598    , 30      ,140      , 16330821
 1965    , 30      ,140      , 49481308
 8413    , 30      ,140      ,281491018
 8599    , 30      ,140      ,288555753
 1457    , 30      ,140      , 33240207
 7764    , 30      ,140      ,255767574
 4494    , 30      ,140      ,154686782
 9979    , 30      ,140      ,308174310
 2068    , 30      ,140      , 52081068
 2330    , 30      ,140      , 52786448
 4601    , 30      ,140      ,157693021
 9681    , 30      ,140      ,301055786
  224    , 30      ,140      , 15672534
 5413    , 30      ,140      ,190892704
 1055    , 30      ,140      , 27382461
 9096    , 30      ,140      ,294678571
 6213    , 30      ,140      ,218691371
 2510    , 30      ,140      , 62181727
 8815    , 30      ,140      ,291618942
 3889    , 30      ,140      ,134098092
 1141    , 30      ,140      , 29832219
 4194    , 30      ,140      ,148662171
 1254    , 30      ,140      , 31793528
  180    , 30      ,140      , 15609480
10506    , 30      ,140      ,339632368
 8683    , 30      ,140      ,291284445
 3833    , 30      ,140      ,121638231
 5186    , 30      ,140      ,183983630
 4848    , 30      ,140      ,162452722
10043    , 30      ,140      ,320449788
 7158    , 30      ,140      ,225873433
10022    , 30      ,140      ,308535384
 9736    , 30      ,140      ,302036355
 7290    , 30      ,140      ,226227297
 1334    , 30      ,140      , 32474202
 6642    , 30      ,140      ,222086545
10595    , 30      ,140      ,340627354
 7705    , 30      ,140      ,254795017
  506    , 30      ,140      , 16130962
 6974    , 30      ,140      ,224990725
 7503    , 30      ,140      ,238902177
 3364    , 30      ,140      ,110679090
 4967    , 30      ,140      ,170082609
 4341    , 30      ,140      ,152979908
10654    , 30      ,140      ,340786216
 9433    , 30      ,140      ,300310202
10410    , 30      ,140      ,339326726
 3626    , 30      ,140      ,119899515
  900    , 30      ,140      , 26249648
 3495    , 30      ,140      ,117625378
 2872    , 30      ,140      , 91212495
 2967    , 30      ,140      , 94311543
 6110    , 30      ,140      ,218560153
 5823    , 30      ,140      ,215488397
 6516    , 30      ,140      ,218706691
 6314    , 30      ,140      ,218696771
 8272    , 30      ,140      ,260869818
 8172    , 30      ,140      ,260857196
 6418    , 30      ,140      ,218701837
 6008    , 30      ,140      ,218555636
 8072    , 30      ,140      ,260845820
 7604    , 30      ,140      ,254163013
 6207    , 31      ,141      ,218690903
 6105    , 31      ,141      ,218559768
  896    , 31      ,141      , 26249183
 2868    , 31      ,141      , 91212146
 3490    , 31      ,141      ,117625009
 6003    , 31      ,141      ,218555331
 8067    , 31      ,141      ,260845426
 4962    , 31      ,141      ,170082352
  501    , 31      ,141      , 16130687
 5818    , 31      ,141      ,215488097
 6413    , 31      ,141      ,218701496
 2505    , 31      ,141      , 62181457
10592    , 31      ,141      ,340626704
 9786    , 31      ,141      ,302037867
 7268    , 31      ,141      ,226227030
 3933    , 31      ,141      ,134101748
 1156    , 31      ,141      , 29833046
 1247    , 31      ,141      , 31792885
 3827    , 31      ,141      ,121637606
 6968    , 31      ,141      ,224990081
10503    , 31      ,141      ,339631753
 4188    , 31      ,141      ,148661496
  174    , 31      ,141      , 15608837
 7498    , 31      ,141      ,238901916
 8810    , 31      ,141      ,291618629
 7599    , 31      ,141      ,254162706
10660    , 31      ,141      ,340786440
 8267    , 31      ,141      ,260869459
 5183    , 31      ,141      ,183982519
 4862    , 31      ,141      ,162455521
 4855    , 31      ,141      ,162453894
 5576    , 31      ,141      ,197117987
 9473    , 31      ,141      ,300312083
 4372    , 31      ,141      ,152980311
10388    , 31      ,141      ,339325274
 2936    , 31      ,141      , 94309997
 3612    , 31      ,141      ,119898437
 7183    , 31      ,141      ,225874032
 4069    , 31      ,141      ,148255833
 8167    , 31      ,141      ,260856890
 1006    , 31      ,141      , 27379916
 2782    , 31      ,141      , 86357800
 5403    , 31      ,141      ,190891862
 6630    , 31      ,141      ,222086037
 5639    , 31      ,141      ,209963461
 4741    , 31      ,141      ,162147714
 9045    , 31      ,141      ,294676307
 3368    , 31      ,141      ,110679195
 7700    , 31      ,141      ,254794722
 8678    , 31      ,141      ,291284109
 6511    , 31      ,141      ,218706278
 6309    , 31      ,141      ,218696379
 1693    , 31      ,141      , 39935951
 6858    , 31      ,141      ,224369778
10738    , 31      ,141      ,344210985
 9262    , 31      ,141      ,297621334
 2675    , 31      ,141      , 76801630
 8412    , 31      ,141      ,281490983
  223    , 31      ,141      , 15672473
 8004    , 31      ,141      ,258540745
 7885    , 31      ,141      ,258509541
 5538    , 31      ,141      ,191639481
 9615    , 31      ,141      ,300871592
 7042    , 31      ,141      ,225619837
10262    , 31      ,141      ,337738100
 4306    , 31      ,141      ,150025941
10811    , 31      ,141      ,347536227
 3700    , 31      ,141      ,120436564
 7432    , 31      ,141      ,226315077
 3175    , 31      ,141      ,110638923
 1783    , 31      ,141      , 45657413
  319    , 31      ,141      , 15897152
10328    , 31      ,141      ,338175619
 8391    , 31      ,141      ,270308573
 2641    , 31      ,141      , 73749094
 7437    , 31      ,141      ,229597257
 9376    , 31      ,141      ,298736714
 3069    , 31      ,141      ,109947516
 1552    , 31      ,141      , 34556667
 2437    , 31      ,141      , 55380002
 5904    , 31      ,141      ,217077077
10119    , 31      ,141      ,328956660
 8550    , 31      ,141      ,288554420
 5003    , 31      ,141      ,170290776
 9222    , 31      ,141      ,295707238
 8881    , 31      ,141      ,292656743
 3302    , 31      ,141      ,110669079
 1403    , 31      ,141      , 32477303
  763    , 31      ,141      , 21672983
10081    , 31      ,141      ,320451174
  727    , 31      ,141      , 20092094
    5    , 31      ,141      , 14601511
 9008    , 31      ,141      ,294501890
10919    , 31      ,141      ,352682990
   82    , 31      ,141      , 15606537
 5059    , 31      ,141      ,172037836
  601    , 31      ,141      , 16330891
 8779    , 31      ,141      ,291617332
 9918    , 31      ,141      ,305676342
  445    , 31      ,141      , 16080768
 4534    , 31      ,141      ,154687830
10017    , 31      ,141      ,308175443
 4902    , 31      ,141      ,163119688
 2370    , 31      ,141      , 52787641
 4640    , 31      ,141      ,157694110
 1944    , 31      ,141      , 49480419
 2109    , 31      ,141      , 52140223
 6820    , 31      ,141      ,222098810
 1533    , 31      ,141      , 33241302
 1791    , 32      ,142      , 45657622
10318    , 32      ,142      ,338175220
 9253    , 32      ,142      ,297621141
 5250    , 32      ,142      ,189218734
 5475    , 32      ,142      ,191638340
 1468    , 32      ,142      , 33240404
  586    , 32      ,142      , 16330212
 5029    , 32      ,142      ,172036349
 6855    , 32      ,142      ,224369428
  731    , 32      ,142      , 20092138
 8380    , 32      ,142      ,270308386
10687    , 32      ,142      ,340788048
 5698    , 32      ,142      ,209965179
 4732    , 32      ,142      ,162147602
 4037    , 32      ,142      ,148253258
 1065    , 32      ,142      , 27382581
 1673    , 32      ,142      , 39934246
 2750    , 32      ,142      , 86357117
 5369    , 32      ,142      ,190891161
 6592    , 32      ,142      ,222085474
 9035    , 32      ,142      ,294675950
 7819    , 32      ,142      ,258508353
 9455    , 32      ,142      ,300311266
 2629    , 32      ,142      , 73748905
 7939    , 32      ,142      ,258539562
 9895    , 32      ,142      ,305675438
  240    , 32      ,142      , 15672822
 4247    , 32      ,142      ,150024332
 4348    , 32      ,142      ,152980018
10781    , 32      ,142      ,347534994
 3113    , 32      ,142      ,110636600
10292    , 32      ,142      ,337738673
10206    , 32      ,142      ,337735722
 5861    , 32      ,142      ,217076167
 9617    , 32      ,142      ,300871639
 7015    , 32      ,142      ,225619074
 1976    , 32      ,142      , 49481523
 2130    , 32      ,142      , 52140985
10175    , 32      ,142      ,328958170
 6797    , 32      ,142      ,222097986
 8986    , 32      ,142      ,294501464
 7771    , 32      ,142      ,255767657
 4510    , 32      ,142      ,154686983
 9994    , 32      ,142      ,308174545
 2081    , 32      ,142      , 52081351
 2346    , 32      ,142      , 52786728
 4616    , 32      ,142      ,157693266
 8527    , 32      ,142      ,288553651
 7362    , 32      ,142      ,226311267
 8427    , 32      ,142      ,281491329
 9200    , 32      ,142      ,295706812
10404    , 32      ,142      ,339326538
 3740    , 32      ,142      ,120437498
 9466    , 32      ,142      ,300311587
 6088    , 32      ,142      ,218558771
 5800    , 32      ,142      ,215487118
  881    , 32      ,142      , 26248178
 2489    , 32      ,142      , 62180519
 8767    , 32      ,142      ,291616973
 5634    , 32      ,142      ,197120322
 4868    , 32      ,142      ,162455679
  819    , 32      ,142      , 21674621
10727    , 32      ,142      ,344210590
 2423    , 32      ,142      , 55379620
 2851    , 32      ,142      , 91211132
 8892    , 32      ,142      ,292657114
 3314    , 32      ,142      ,110669544
 7135    , 32      ,142      ,225872881
 7267    , 32      ,142      ,226227004
 9729    , 32      ,142      ,302035972
10072    , 32      ,142      ,320450931
 1339    , 32      ,142      , 32474585
 9367    , 32      ,142      ,298736525
 3055    , 32      ,142      ,109947296
 1601    , 32      ,142      , 34557927
  112    , 32      ,142      , 15607074
 2668    , 32      ,142      , 76801195
 3474    , 32      ,142      ,117624056
 6377    , 32      ,142      ,218699523
 1338    , 32      ,142      , 32474581
 7683    , 32      ,142      ,254793563
 8661    , 32      ,142      ,291283090
 3603    , 32      ,142      ,119897939
 3908    , 32      ,142      ,134098708
 1153    , 32      ,142      , 29832833
10576    , 32      ,142      ,340626434
 4171    , 32      ,142      ,148661211
10487    , 32      ,142      ,339631487
 1230    , 32      ,142      , 31792614
 3810    , 32      ,142      ,121637350
 6951    , 32      ,142      ,224989825
  159    , 32      ,142      , 15608558
 5166    , 32      ,142      ,183982240
 2959    , 32      ,142      , 94311346
 6292    , 32      ,142      ,218695519
 8250    , 32      ,142      ,260868505
 8050    , 32      ,142      ,260844317
 8150    , 32      ,142      ,260855893
 5986    , 32      ,142      ,218554496
 7481    , 32      ,142      ,238901122
 4946    , 32      ,142      ,170081561
 2813    , 32      ,142      , 90111354
 6494    , 32      ,142      ,218705408
 7582    , 32      ,142      ,254161967
 6190    , 32      ,142      ,218689906
 4376    , 33      ,143      ,152980361
 2985    , 33      ,143      , 94312112
10428    , 33      ,143      ,339327352
10644    , 33      ,143      ,340785891
10284    , 33      ,143      ,337738366
  100    , 33      ,143      , 15606843
 5313    , 33      ,143      ,189220043
 9508    , 33      ,143      ,300313185
 3629    , 33      ,143      ,119899611
 2781    , 33      ,143      , 86357792
 1008    , 33      ,143      , 27379921
 6629    , 33      ,143      ,222086024
 4071    , 33      ,143      ,148255840
 1486    , 33      ,143      , 33240820
 1695    , 33      ,143      , 39935956
 9075    , 33      ,143      ,294677881
 5637    , 33      ,143      ,209963450
 3397    , 33      ,143      ,110680394
 4743    , 33      ,143      ,162147721
 1148    , 33      ,143      , 29832717
 3944    , 33      ,143      ,134102199
 5402    , 33      ,143      ,190891853
  644    , 33      ,143      , 16332064
 5050    , 33      ,143      ,172037220
 8968    , 33      ,143      ,294501065
 7384    , 33      ,143      ,226312062
 4820    , 33      ,143      ,162449371
 4260    , 33      ,143      ,150024608
10828    , 33      ,143      ,347536739
 3714    , 33      ,143      ,120437008
 3200    , 33      ,143      ,110639665
 9659    , 33      ,143      ,301052882
 1862    , 33      ,143      , 49477155
 6720    , 33      ,143      ,222094964
 2208    , 33      ,143      , 52144095
 8454    , 33      ,143      ,281492019
 1816    , 33      ,143      , 45658617
  263    , 33      ,143      , 15673449
 9975    , 33      ,143      ,308174058
 7761    , 33      ,143      ,255767488
 2062    , 33      ,143      , 52080774
 2324    , 33      ,143      , 52786145
 4596    , 33      ,143      ,157692765
 8606    , 33      ,143      ,288556099
 9182    , 33      ,143      ,295706413
 3048    , 33      ,143      ,109947127
 4685    , 33      ,143      ,162139481
 4487    , 33      ,143      ,154686514
 9876    , 33      ,143      ,305674900
 4178    , 33      ,143      ,148661406
10494    , 33      ,143      ,339631667
 3817    , 33      ,143      ,121637518
 7572    , 33      ,143      ,254161341
 6282    , 33      ,143      ,218694833
 8040    , 33      ,143      ,260843610
 5976    , 33      ,143      ,218553814
 7471    , 33      ,143      ,238900495
 4936    , 33      ,143      ,170080939
 2812    , 33      ,143      , 90111239
 7673    , 33      ,143      ,254792851
 8650    , 33      ,143      ,291282349
 6484    , 33      ,143      ,218704785
 8240    , 33      ,143      ,260867711
 8784    , 33      ,143      ,291617621
  720    , 33      ,143      , 20091810
 6846    , 33      ,143      ,224368872
 7895    , 33      ,143      ,258538279
 7776    , 33      ,143      ,258507096
 5439    , 33      ,143      ,191636899
  353    , 33      ,143      , 15897782
10920    , 33      ,143      ,352683013
   15    , 33      ,143      , 14602137
 1237    , 33      ,143      , 31792797
 1622    , 33      ,143      , 34558206
 8140    , 33      ,143      ,260854960
 6078    , 33      ,143      ,218558247
 2482    , 33      ,143      , 62180291
 3465    , 33      ,143      ,117623523
 6958    , 33      ,143      ,224989993
 2842    , 33      ,143      , 91210554
  166    , 33      ,143      , 15608749
10583    , 33      ,143      ,340626617
 5173    , 33      ,143      ,183982427
 5581    , 33      ,143      ,197118340
 2404    , 33      ,143      , 55378621
 2688    , 33      ,143      , 76802223
 8848    , 33      ,143      ,292654950
 7155    , 33      ,143      ,225873387
 3233    , 33      ,143      ,110667133
10768    , 33      ,143      ,344212654
 9777    , 33      ,143      ,302037366
  815    , 33      ,143      , 21674489
 1385    , 33      ,143      , 32476256
 7276    , 33      ,143      ,226227131
10062    , 33      ,143      ,320450567
 8394    , 33      ,143      ,270308626
 2646    , 33      ,143      , 73749151
 5790    , 33      ,143      ,215486557
 6180    , 33      ,143      ,218689252
 6389    , 33      ,143      ,218699969
 8270    , 34      ,144      ,260869601
  504    , 34      ,144      , 16130827
 4965    , 34      ,144      ,170082483
 7501    , 34      ,144      ,238902049
 7602    , 34      ,144      ,254162837
 6006    , 34      ,144      ,218555474
 8070    , 34      ,144      ,260845592
 4379    , 34      ,144      ,152980373
 3617    , 34      ,144      ,119899129
 8170    , 34      ,144      ,260857047
 6312    , 34      ,144      ,218696519
 3493    , 34      ,144      ,117625151
 2508    , 34      ,144      , 62181581
 6108    , 34      ,144      ,218559913
 6210    , 34      ,144      ,218691045
 7703    , 34      ,144      ,254794873
 8681    , 34      ,144      ,291284242
  899    , 34      ,144      , 26249339
 5821    , 34      ,144      ,215488219
 6416    , 34      ,144      ,218701632
 6514    , 34      ,144      ,218706434
 8813    , 34      ,144      ,291618757
10123    , 34      ,144      ,328956751
 3433    , 34      ,144      ,116695328
 2871    , 34      ,144      , 91212302
10702    , 34      ,144      ,340788970
10577    , 34      ,144      ,340626451
 9742    , 34      ,144      ,302036469
  661    , 34      ,144      , 19703989
 3909    , 34      ,144      ,134098714
 1154    , 34      ,144      , 29832839
 4172    , 34      ,144      ,148661228
10488    , 34      ,144      ,339631504
 1231    , 34      ,144      , 31792631
 3811    , 34      ,144      ,121637367
 6952    , 34      ,144      ,224989842
  160    , 34      ,144      , 15608575
 5167    , 34      ,144      ,183982253
 4866    , 34      ,144      ,162455631
 9427    , 34      ,144      ,300310005
 4761    , 34      ,144      ,162148086
 2798    , 34      ,144      , 86359090
 5421    , 34      ,144      ,190893316
 6654    , 34      ,144      ,222087013
  972    , 34      ,144      , 27376633
 4115    , 34      ,144      ,148258134
 1667    , 34      ,144      , 39934020
 9066    , 34      ,144      ,294677245
 3390    , 34      ,144      ,110680205
 7123    , 34      ,144      ,225872303
  843    , 34      ,144      , 21675031
 5592    , 34      ,144      ,197118718
 5746    , 34      ,144      ,209966638
 7921    , 34      ,144      ,258539178
 8406    , 34      ,144      ,281490734
 5460    , 34      ,144      ,191637908
 6897    , 34      ,144      ,224370715
 1800    , 34      ,144      , 45657939
 7271    , 34      ,144      ,226227084
10056    , 34      ,144      ,320450433
 1391    , 34      ,144      , 32476462
   29    , 34      ,144      , 15605702
 5266    , 34      ,144      ,189219044
 8354    , 34      ,144      ,270308061
 2601    , 34      ,144      , 73748557
10360    , 34      ,144      ,338176464
 9302    , 34      ,144      ,297621913
 3169    , 34      ,144      ,110638625
  714    , 34      ,144      , 20091492
 9312    , 34      ,144      ,298735630
 3031    , 34      ,144      ,109946890
 1586    , 34      ,144      , 34557416
  332    , 34      ,144      , 15897452
10770    , 34      ,144      ,344213052
 2407    , 34      ,144      , 55379038
 8846    , 34      ,144      ,292654656
 2700    , 34      ,144      , 76802699
 3529    , 34      ,144      ,118430918
10909    , 34      ,144      ,352682715
  736    , 34      ,144      , 20092393
 3748    , 34      ,144      ,120437618
10786    , 34      ,144      ,347535138
 3240    , 34      ,144      ,110667357
 1428    , 34      ,144      , 33239673
 4233    , 34      ,144      ,150024132
 5936    , 34      ,144      ,217077667
 7801    , 34      ,144      ,258507929
  216    , 34      ,144      , 15672227
 9552    , 34      ,144      ,300870040
 7076    , 34      ,144      ,225620597
 9699    , 34      ,144      ,301056597
 2119    , 34      ,144      , 52140431
 1902    , 34      ,144      , 49478894
 6808    , 34      ,144      ,222098575
 9209    , 34      ,144      ,295707112
 8995    , 34      ,144      ,294501762
10212    , 34      ,144      ,337735926
10004    , 34      ,144      ,308175146
 4521    , 34      ,144      ,154687530
 9817    , 34      ,144      ,304569549
 7416    , 34      ,144      ,226314823
 8536    , 34      ,144      ,288554076
 4626    , 34      ,144      ,157693808
 5089    , 34      ,144      ,172039132
 2090    , 34      ,144      , 52081961
