q,win_length,index,dXY,vX 
0.000480,17,1909,0.001886,0.001406
0.000480,17,1910,0.001886,0.001406
0.000480,17,1911,0.001886,0.001406
0.000480,17,1912,0.001886,0.001406
0.000480,17,1913,0.001886,0.001406
0.000480,17,1914,0.001886,0.001406
0.000480,17,1915,0.001886,0.001406
0.000480,17,1916,0.001886,0.001406
0.000480,17,1917,0.001886,0.001406
0.000480,17,1918,0.001886,0.001406
0.000480,17,1919,0.001886,0.001406
0.000480,17,1920,0.001886,0.001406
0.000000,17,1921,0.000000,0.000000
0.000000,17,1922,0.000000,0.000000
0.000000,17,1923,0.000000,0.000000
-0.000219,17,1924,0.001300,0.001520
-0.001079,17,1925,0.005000,0.006079
-0.001079,17,1926,0.005000,0.006079
-0.001419,17,1927,0.005573,0.006991
-0.001419,17,1928,0.005573,0.006991
-0.001419,17,1929,0.005573,0.006991
-0.001419,17,1930,0.005573,0.006991
-0.001419,17,1931,0.005573,0.006991
-0.001419,17,1932,0.005573,0.006991
-0.001419,17,1933,0.005573,0.006991
-0.001419,17,1934,0.005573,0.006991
-0.001419,17,1935,0.005573,0.006991
-0.001419,17,1936,0.005573,0.006991
-0.001419,17,1937,0.005573,0.006991
-0.001419,17,1938,0.005573,0.006991
-0.001419,17,1939,0.005573,0.006991
-0.001419,17,1940,0.005573,0.006991
-0.000482,17,1941,0.001689,0.002171
-0.000085,17,1942,0.000305,0.000391
-0.000085,17,1943,0.000305,0.000391
0.000000,17,1944,0.000000,0.000000
0.000118,17,1945,0.000509,0.000391
0.000153,17,1946,0.001717,0.001563
0.000153,17,1947,0.001717,0.001563
0.000153,17,1948,0.001717,0.001563
0.000153,17,1949,0.001717,0.001563
0.000153,17,1950,0.001717,0.001563
0.000153,17,1951,0.001717,0.001563
0.000153,17,1952,0.001717,0.001563
0.000153,17,1953,0.001717,0.001563
0.000153,17,1954,0.001717,0.001563
0.000153,17,1955,0.001717,0.001563
0.000153,17,1956,0.001717,0.001563
0.000153,17,1957,0.001717,0.001563
0.000153,17,1958,0.001717,0.001563
0.000153,17,1959,0.001717,0.001563
0.000076,17,1960,0.001807,0.001731
0.000076,17,1961,0.001807,0.001731
-0.000139,17,1962,0.000561,0.000700
-0.000141,17,1963,0.000136,0.000277
-0.000141,17,1964,0.000136,0.000277
-0.000141,17,1965,0.000136,0.000277
-0.000141,17,1966,0.000136,0.000277
-0.000141,17,1967,0.000136,0.000277
-0.000141,17,1968,0.000136,0.000277
-0.000198,17,1969,0.001925,0.002122
-0.000198,17,1970,0.001925,0.002122
-0.000198,17,1971,0.001925,0.002122
-0.000198,17,1972,0.001925,0.002122
-0.000198,17,1973,0.001925,0.002122
-0.000198,17,1974,0.001925,0.002122
-0.000198,17,1975,0.001925,0.002122
-0.000198,17,1976,0.001925,0.002122
-0.000017,17,1977,0.001780,0.001797
0.000766,17,1978,0.004729,0.003962
0.000869,17,1979,0.004566,0.003696
0.000869,17,1980,0.004566,0.003696
0.002269,17,1981,0.009768,0.007496
0.002269,17,1982,0.009768,0.007496
0.002269,17,1983,0.009768,0.007496
0.002269,17,1984,0.009768,0.007496
0.002269,17,1985,0.009768,0.007496
0.001233,17,1986,0.004577,0.003344
0.001162,17,1987,0.004718,0.003555
0.001162,17,1988,0.004718,0.003555
0.001162,17,1989,0.004718,0.003555
0.001085,17,1990,0.004858,0.003772
0.001085,17,1991,0.004858,0.003772
0.001085,17,1992,0.004858,0.003772
0.001706,17,1993,0.009144,0.007436
0.002349,17,1994,0.009788,0.007436
0.001266,17,1995,0.004686,0.003419
0.001625,17,1996,0.005046,0.003419
0.001625,17,1997,0.005046,0.003419
0.005272,17,1998,0.007370,0.002084
0.005630,17,1999,0.007730,0.002084
0.005630,17,2000,0.007730,0.002084
0.005581,17,2001,0.008951,0.003354
0.005581,17,2002,0.008951,0.003354
0.005581,17,2003,0.008951,0.003354
0.005568,17,2004,0.008721,0.003137
0.005568,17,2005,0.008721,0.003137
0.005568,17,2006,0.008721,0.003137
0.005549,17,2007,0.008490,0.002926
0.005549,17,2008,0.008490,0.002926
0.005549,17,2009,0.008490,0.002926
0.003069,17,2010,0.004838,0.001764
0.002060,17,2011,0.003827,0.001764
0.002060,17,2012,0.003827,0.001764
0.001724,17,2013,0.003490,0.001764
0.001724,17,2014,0.003490,0.001764
0.000145,17,2015,0.000536,0.000391
0.000016,17,2016,0.000407,0.000391
0.000016,17,2017,0.000407,0.000391
-0.000030,16,0,0.012127,0.012157
-0.000030,16,1,0.012127,0.012157
-0.000764,16,2,0.005780,0.006544
-0.000764,16,3,0.005780,0.006544
-0.000368,16,4,0.002022,0.002390
-0.000368,16,5,0.002022,0.002390
-0.000368,16,6,0.002022,0.002390
-0.000368,16,7,0.002022,0.002390
-0.000502,16,8,0.002140,0.002641
-0.000502,16,9,0.002140,0.002641
-0.000502,16,10,0.002140,0.002641
-0.000502,16,11,0.002140,0.002641
-0.000502,16,12,0.002140,0.002641
-0.000429,16,13,0.000460,0.000888
-0.000429,16,14,0.000460,0.000888
-0.000429,16,15,0.000460,0.000888
-0.000429,16,16,0.000460,0.000888
-0.000429,16,17,0.000460,0.000888
-0.000077,16,18,0.000077,0.000153
-0.000077,16,19,0.000077,0.000153
-0.000077,16,20,0.000077,0.000153
-0.000077,16,21,0.000077,0.000153
-0.000077,16,22,0.000077,0.000153
0.000059,16,23,0.000212,0.000153
0.000130,16,24,0.000130,0.000000
0.000130,16,25,0.000130,0.000000
0.000130,16,26,0.000130,0.000000
0.000130,16,27,0.000130,0.000000
0.000130,16,28,0.000130,0.000000
0.000130,16,29,0.000130,0.000000
0.000130,16,30,0.000130,0.000000
0.000130,16,31,0.000130,0.000000
0.000130,16,32,0.000130,0.000000
0.000130,16,33,0.000130,0.000000
0.000130,16,34,0.000130,0.000000
0.000130,16,35,0.000130,0.000000
0.000130,16,36,0.000130,0.000000
0.000130,16,37,0.000130,0.000000
0.000130,16,38,0.000130,0.000000
0.000000,16,39,0.000000,0.000000
0.000000,16,40,0.000000,0.000000
0.000000,16,41,0.000000,0.000000
0.000000,16,42,0.000000,0.000000
0.000000,16,43,0.000000,0.000000
0.000000,16,44,0.000000,0.000000
0.000000,16,45,0.000000,0.000000
0.000000,16,46,0.000000,0.000000
0.000000,16,47,0.000000,0.000000
0.000000,16,48,0.000000,0.000000
0.000000,16,49,0.000000,0.000000
0.000130,16,50,0.000130,0.000000
0.000130,16,51,0.000130,0.000000
0.000130,16,52,0.000130,0.000000
-0.000257,16,53,0.001256,0.001513
-0.000257,16,54,0.001256,0.001513
-0.000257,16,55,0.001256,0.001513
-0.000257,16,56,0.001256,0.001513
-0.000257,16,57,0.001256,0.001513
-0.000257,16,58,0.001256,0.001513
-0.000257,16,59,0.001256,0.001513
-0.000257,16,60,0.001256,0.001513
-0.000257,16,61,0.001256,0.001513
-0.000257,16,62,0.001256,0.001513
-0.000257,16,63,0.001256,0.001513
-0.000257,16,64,0.001256,0.001513
-0.000257,16,65,0.001256,0.001513
-0.000454,16,66,0.001060,0.001513
-0.000454,16,67,0.001060,0.001513
-0.000454,16,68,0.001060,0.001513
0.000000,16,69,0.000000,0.000000
0.000000,16,70,0.000000,0.000000
0.000000,16,71,0.000000,0.000000
0.000000,16,72,0.000000,0.000000
0.000000,16,73,0.000000,0.000000
0.000000,16,74,0.000000,0.000000
0.000000,16,75,0.000000,0.000000
0.000000,16,76,0.000000,0.000000
0.000000,16,77,0.000000,0.000000
0.000000,16,78,0.000000,0.000000
0.000000,16,79,0.000000,0.000000
0.000000,16,80,0.000000,0.000000
0.000000,16,81,0.000000,0.000000
0.000000,16,82,0.000000,0.000000
0.000000,16,83,0.000000,0.000000
0.000000,16,84,0.000000,0.000000
0.000000,16,85,0.000000,0.000000
0.000000,16,86,0.000000,0.000000
0.000000,16,87,0.000000,0.000000
0.000000,16,88,0.000000,0.000000
0.000000,16,89,0.000000,0.000000
0.000130,16,90,0.000130,0.000000
0.000130,16,91,0.000130,0.000000
0.000059,16,92,0.000212,0.000153
0.000059,16,93,0.000212,0.000153
0.000059,16,94,0.000212,0.000153
0.000059,16,95,0.000212,0.000153
0.000059,16,96,0.000212,0.000153
0.000059,16,97,0.000212,0.000153
0.000059,16,98,0.000212,0.000153
0.000059,16,99,0.000212,0.000153
0.000059,16,100,0.000212,0.000153
0.000059,16,101,0.000212,0.000153
0.000059,16,102,0.000212,0.000153
0.000059,16,103,0.000212,0.000153
0.000059,16,104,0.000212,0.000153
0.000059,16,105,0.000212,0.000153
-0.000077,16,106,0.000077,0.000153
-0.000077,16,107,0.000077,0.000153
0.000000,16,108,0.000000,0.000000
0.000000,16,109,0.000000,0.000000
-0.000141,16,110,0.002466,0.002607
-0.000141,16,111,0.002466,0.002607
-0.000141,16,112,0.002466,0.002607
-0.000141,16,113,0.002466,0.002607
-0.000141,16,114,0.002466,0.002607
-0.000141,16,115,0.002466,0.002607
-0.000141,16,116,0.002466,0.002607
-0.000141,16,117,0.002466,0.002607
-0.000141,16,118,0.002466,0.002607
-0.000141,16,119,0.002466,0.002607
-0.000141,16,120,0.002466,0.002607
-0.000141,16,121,0.002466,0.002607
-0.000141,16,122,0.002466,0.002607
-0.000141,16,123,0.002466,0.002607
-0.000141,16,124,0.002466,0.002607
-0.000141,16,125,0.002466,0.002607
0.000000,16,126,0.000000,0.000000
0.000000,16,127,0.000000,0.000000
0.000000,16,128,0.000000,0.000000
0.000000,16,129,0.000000,0.000000
0.000000,16,130,0.000000,0.000000
0.000932,16,131,0.001233,0.000300
0.000932,16,132,0.001233,0.000300
0.000932,16,133,0.001233,0.000300
0.000932,16,134,0.001233,0.000300
0.000932,16,135,0.001233,0.000300
0.000932,16,136,0.001233,0.000300
0.001213,16,137,0.001514,0.000300
0.001213,16,138,0.001514,0.000300
0.001213,16,139,0.001514,0.000300
0.001213,16,140,0.001514,0.000300
0.001213,16,141,0.001514,0.000300
0.001213,16,142,0.001514,0.000300
0.001213,16,143,0.001514,0.000300
0.001213,16,144,0.001514,0.000300
0.001213,16,145,0.001514,0.000300
0.001213,16,146,0.001514,0.000300
0.002081,16,147,0.002788,0.000705
0.006591,16,148,0.009431,0.002819
0.010303,16,149,0.016005,0.005650
0.016517,16,150,0.026287,0.009632
0.016517,16,151,0.026287,0.009632
0.016517,16,152,0.026287,0.009632
0.014390,16,153,0.024127,0.009632
0.014390,16,154,0.024127,0.009632
0.023985,16,155,0.039685,0.015411
0.036102,16,156,0.059360,0.022598
0.036102,16,157,0.059360,0.022598
0.036102,16,158,0.059360,0.022598
0.036102,16,159,0.059360,0.022598
0.036102,16,160,0.059360,0.022598
0.036102,16,161,0.059360,0.022598
0.036102,16,162,0.059360,0.022598
0.023985,16,163,0.039685,0.015411
0.020447,16,164,0.034855,0.014197
0.014661,16,165,0.024242,0.009473
0.008858,16,166,0.014798,0.005901
0.008858,16,167,0.014798,0.005901
0.008858,16,168,0.014798,0.005901
0.008858,16,169,0.014798,0.005901
0.008858,16,170,0.014798,0.005901
0.003278,16,171,0.006286,0.003002
0.000376,16,172,0.001889,0.001513
0.001153,16,173,0.003130,0.001976
0.001153,16,174,0.003130,0.001976
0.001153,16,175,0.003130,0.001976
0.003120,16,176,0.005640,0.002515
0.003120,16,177,0.005640,0.002515
0.003120,16,178,0.005640,0.002515
0.003120,16,179,0.005640,0.002515
0.002107,16,180,0.002872,0.000763
0.002107,16,181,0.002872,0.000763
0.002107,16,182,0.002872,0.000763
0.002107,16,183,0.002872,0.000763
0.002107,16,184,0.002872,0.000763
0.002107,16,185,0.002872,0.000763
0.004842,16,186,0.006383,0.001529
0.004842,16,187,0.006383,0.001529
0.004842,16,188,0.006383,0.001529
0.002193,16,189,0.002808,0.000613
0.002193,16,190,0.002808,0.000613
0.002193,16,191,0.002808,0.000613
0.000549,16,192,0.000702,0.000153
0.000549,16,193,0.000702,0.000153
0.000684,16,194,0.000837,0.000153
0.000684,16,195,0.000837,0.000153
0.000684,16,196,0.000837,0.000153
0.000684,16,197,0.000837,0.000153
0.000684,16,198,0.000837,0.000153
0.000684,16,199,0.000837,0.000153
0.000684,16,200,0.000837,0.000153
0.000684,16,201,0.000837,0.000153
0.000130,16,202,0.000130,0.000000
0.000130,16,203,0.000130,0.000000
0.000130,16,204,0.000130,0.000000
0.000130,16,205,0.000130,0.000000
0.000130,16,206,0.000130,0.000000
0.000130,16,207,0.000130,0.000000
0.000130,16,208,0.000130,0.000000
0.000130,16,209,0.000130,0.000000
0.000000,16,210,0.000000,0.000000
0.000000,16,211,0.000000,0.000000
0.000000,16,212,0.000000,0.000000
0.000000,16,213,0.000000,0.000000
0.000000,16,214,0.000000,0.000000
0.000000,16,215,0.000000,0.000000
0.000000,16,216,0.000000,0.000000
0.000000,16,217,0.000000,0.000000
0.000000,16,218,0.000000,0.000000
0.000000,16,219,0.000000,0.000000
0.000000,16,220,0.000000,0.000000
0.000130,16,221,0.000130,0.000000
0.000130,16,222,0.000130,0.000000
0.000130,16,223,0.000130,0.000000
0.000130,16,224,0.000130,0.000000
0.000130,16,225,0.000130,0.000000
0.000130,16,226,0.000130,0.000000
0.000130,16,227,0.000130,0.000000
0.000130,16,228,0.000130,0.000000
0.000130,16,229,0.000130,0.000000
0.000130,16,230,0.000130,0.000000
0.000130,16,231,0.000130,0.000000
0.000130,16,232,0.000130,0.000000
0.000130,16,233,0.000130,0.000000
0.000130,16,234,0.000130,0.000000
0.000130,16,235,0.000130,0.000000
0.000130,16,236,0.000130,0.000000
0.000260,16,237,0.000260,0.000000
0.000260,16,238,0.000260,0.000000
0.001041,16,239,0.001042,0.000000
0.001041,16,240,0.001042,0.000000
0.001041,16,241,0.001042,0.000000
0.002341,16,242,0.002344,0.000000
0.002341,16,243,0.002344,0.000000
0.002341,16,244,0.002344,0.000000
0.004158,16,245,0.004167,0.000000
0.006489,16,246,0.006510,0.000000
0.006489,16,247,0.006510,0.000000
0.006489,16,248,0.006510,0.000000
0.006489,16,249,0.006510,0.000000
0.006489,16,250,0.006510,0.000000
0.006489,16,251,0.006510,0.000000
0.006489,16,252,0.006510,0.000000
0.004158,16,253,0.004167,0.000000
0.006489,16,254,0.006510,0.000000
0.004158,16,255,0.004167,0.000000
0.004158,16,256,0.004167,0.000000
0.004158,16,257,0.004167,0.000000
0.002341,16,258,0.002344,0.000000
0.002341,16,259,0.002344,0.000000
0.002341,16,260,0.002344,0.000000
0.001041,16,261,0.001042,0.000000
0.000260,16,262,0.000260,0.000000
0.000260,16,263,0.000260,0.000000
0.000260,16,264,0.000260,0.000000
0.000260,16,265,0.000260,0.000000
0.000260,16,266,0.000260,0.000000
0.000260,16,267,0.000260,0.000000
0.000260,16,268,0.000260,0.000000
0.000260,16,269,0.000260,0.000000
0.000000,16,270,0.000000,0.000000
0.000000,16,271,0.000000,0.000000
0.000000,16,272,0.000000,0.000000
0.000000,16,273,0.000000,0.000000
0.000000,16,274,0.000000,0.000000
0.000000,16,275,0.000000,0.000000
0.000000,16,276,0.000000,0.000000
0.000000,16,277,0.000000,0.000000
0.000000,16,278,0.000000,0.000000
0.000000,16,279,0.000000,0.000000
0.000000,16,280,0.000000,0.000000
0.000391,16,281,0.000391,0.000000
0.000391,16,282,0.000391,0.000000
0.000391,16,283,0.000391,0.000000
0.000391,16,284,0.000391,0.000000
0.000391,16,285,0.000391,0.000000
0.000391,16,286,0.000391,0.000000
0.000391,16,287,0.000391,0.000000
0.000391,16,288,0.000391,0.000000
0.000391,16,289,0.000391,0.000000
0.000521,16,290,0.000521,0.000000
0.000521,16,291,0.000521,0.000000
0.000521,16,292,0.000521,0.000000
0.000465,16,293,0.000618,0.000153
0.000465,16,294,0.000618,0.000153
0.000296,16,295,0.000909,0.000613
-0.000258,16,296,0.001935,0.002194
-0.000849,16,297,0.001345,0.002194
-0.000849,16,298,0.001345,0.002194
-0.000849,16,299,0.001345,0.002194
-0.000849,16,300,0.001345,0.002194
-0.000849,16,301,0.001345,0.002194
-0.000849,16,302,0.001345,0.002194
-0.000849,16,303,0.001345,0.002194
-0.000849,16,304,0.001345,0.002194
-0.000849,16,305,0.001345,0.002194
-0.001045,16,306,0.001149,0.002194
-0.001045,16,307,0.001149,0.002194
-0.001045,16,308,0.001149,0.002194
-0.000846,16,309,0.000919,0.001765
-0.000846,16,310,0.000919,0.001765
-0.000469,16,311,0.000689,0.001158
0.000000,16,312,0.000000,0.000000
0.000000,16,313,0.000000,0.000000
0.000000,16,314,0.000000,0.000000
0.000000,16,315,0.000000,0.000000
0.000000,16,316,0.000000,0.000000
0.000089,16,317,0.001345,0.001256
0.000089,16,318,0.001345,0.001256
0.000089,16,319,0.001345,0.001256
0.000089,16,320,0.001345,0.001256
0.000089,16,321,0.001345,0.001256
0.000089,16,322,0.001345,0.001256
0.000089,16,323,0.001345,0.001256
0.000089,16,324,0.001345,0.001256
0.000089,16,325,0.001345,0.001256
0.000319,16,326,0.001790,0.001471
0.000319,16,327,0.001790,0.001471
0.000319,16,328,0.001790,0.001471
0.000319,16,329,0.001790,0.001471
0.000319,16,330,0.001790,0.001471
0.000319,16,331,0.001790,0.001471
0.000669,16,332,0.003181,0.002512
0.000273,16,333,0.001162,0.000888
0.000273,16,334,0.001162,0.000888
0.000273,16,335,0.001162,0.000888
0.000182,16,336,0.002798,0.002616
-0.000062,16,337,0.003069,0.003131
-0.000062,16,338,0.003069,0.003131
-0.000062,16,339,0.003069,0.003131
-0.000062,16,340,0.003069,0.003131
-0.000062,16,341,0.003069,0.003131
0.000008,16,342,0.002625,0.002616
0.000008,16,343,0.002625,0.002616
0.000008,16,344,0.002625,0.002616
0.000008,16,345,0.002625,0.002616
0.000008,16,346,0.002625,0.002616
0.000008,16,347,0.002625,0.002616
-0.000026,16,348,0.000728,0.000754
-0.000026,16,349,0.000728,0.000754
-0.000026,16,350,0.000728,0.000754
-0.000026,16,351,0.000728,0.000754
-0.000306,16,352,0.000306,0.000613
-0.000077,16,353,0.000077,0.000153
-0.000077,16,354,0.000077,0.000153
-0.000077,16,355,0.000077,0.000153
-0.000077,16,356,0.000077,0.000153
-0.000077,16,357,0.000077,0.000153
-0.000077,16,358,0.000077,0.000153
-0.000077,16,359,0.000077,0.000153
-0.000077,16,360,0.000077,0.000153
-0.000077,16,361,0.000077,0.000153
-0.000077,16,362,0.000077,0.000153
-0.000077,16,363,0.000077,0.000153
-0.000077,16,364,0.000077,0.000153
-0.000077,16,365,0.000077,0.000153
-0.000077,16,366,0.000077,0.000153
-0.000077,16,367,0.000077,0.000153
0.000000,16,368,0.000000,0.000000
0.000000,16,369,0.000000,0.000000
0.000000,16,370,0.000000,0.000000
0.000000,16,371,0.000000,0.000000
0.000000,16,372,0.000000,0.000000
0.000000,16,373,0.000000,0.000000
0.000000,16,374,0.000000,0.000000
0.000000,16,375,0.000000,0.000000
0.000000,16,376,0.000000,0.000000
0.000000,16,377,0.000000,0.000000
0.000000,16,378,0.000000,0.000000
0.000000,16,379,0.000000,0.000000
0.000000,16,380,0.000000,0.000000
0.000000,16,381,0.000000,0.000000
0.000000,16,382,0.000000,0.000000
0.000000,16,383,0.000000,0.000000
0.000000,16,384,0.000000,0.000000
0.000000,16,385,0.000000,0.000000
0.000000,16,386,0.000000,0.000000
0.000000,16,387,0.000000,0.000000
0.000000,16,388,0.000000,0.000000
-0.000077,16,389,0.000077,0.000153
-0.000077,16,390,0.000077,0.000153
-0.000077,16,391,0.000077,0.000153
-0.000371,16,392,0.000383,0.000754
-0.000371,16,393,0.000383,0.000754
-0.000371,16,394,0.000383,0.000754
-0.000225,16,395,0.000528,0.000754
-0.000225,16,396,0.000528,0.000754
-0.000225,16,397,0.000528,0.000754
-0.000225,16,398,0.000528,0.000754
-0.000225,16,399,0.000528,0.000754
0.000387,16,400,0.001312,0.000925
0.000387,16,401,0.001312,0.000925
0.000387,16,402,0.001312,0.000925
0.000387,16,403,0.001312,0.000925
0.000387,16,404,0.001312,0.000925
0.000387,16,405,0.001312,0.000925
0.000035,16,406,0.001726,0.001691
0.000035,16,407,0.001726,0.001691
0.000427,16,408,0.001205,0.000778
0.002052,16,409,0.004054,0.002001
0.001538,16,410,0.004759,0.003220
0.001127,16,411,0.004348,0.003220
0.000464,16,412,0.005063,0.004599
0.000464,16,413,0.005063,0.004599
0.003768,16,414,0.009171,0.005395
0.007680,16,415,0.014208,0.006498
0.008073,16,416,0.014604,0.006498
0.008073,16,417,0.014604,0.006498
0.008073,16,418,0.014604,0.006498
0.012551,16,419,0.022130,0.009501
0.013873,16,420,0.023471,0.009501
0.014629,16,421,0.022546,0.007809
0.024044,16,422,0.032458,0.008122
0.024044,16,423,0.032458,0.008122
0.024044,16,424,0.032458,0.008122
0.017385,16,425,0.024002,0.006464
0.017690,16,426,0.023062,0.005214
0.018610,16,427,0.023999,0.005214
0.018869,16,428,0.023478,0.004430
0.018869,16,429,0.023478,0.004430
0.016707,16,430,0.021278,0.004430
0.012742,16,431,0.015875,0.003051
0.008073,16,432,0.010085,0.001979
0.008073,16,433,0.010085,0.001979
0.008073,16,434,0.010085,0.001979
0.005010,16,435,0.005801,0.000778
0.003568,16,436,0.004353,0.000778
0.003558,16,437,0.004680,0.001115
0.000672,16,438,0.001310,0.000637
0.000672,16,439,0.001310,0.000637
0.000857,16,440,0.003983,0.003125
0.000997,16,441,0.003835,0.002837
0.000997,16,442,0.003835,0.002837
0.000755,16,443,0.003592,0.002837
0.003214,16,444,0.006056,0.002837
0.003214,16,445,0.006056,0.002837
0.000945,16,446,0.003500,0.002555
0.000707,16,447,0.003263,0.002555
0.000707,16,448,0.003263,0.002555
0.000707,16,449,0.003263,0.002555
0.000707,16,450,0.003263,0.002555
0.000707,16,451,0.003263,0.002555
0.000829,16,452,0.004476,0.003646
0.001101,16,453,0.004006,0.002904
0.001101,16,454,0.004006,0.002904
0.001101,16,455,0.004006,0.002904
0.000823,16,456,0.001399,0.000576
0.001274,16,457,0.001851,0.000576
0.001575,16,458,0.002152,0.000576
0.001575,16,459,0.002152,0.000576
0.000823,16,460,0.001399,0.000576
0.000823,16,461,0.001399,0.000576
0.000823,16,462,0.001399,0.000576
0.000973,16,463,0.001550,0.000576
0.000973,16,464,0.001550,0.000576
0.000973,16,465,0.001550,0.000576
0.000973,16,466,0.001550,0.000576
0.000973,16,467,0.001550,0.000576
0.000781,16,468,0.000781,0.000000
0.000781,16,469,0.000781,0.000000
0.000781,16,470,0.000781,0.000000
0.000781,16,471,0.000781,0.000000
0.000781,16,472,0.000781,0.000000
0.000704,16,473,0.002760,0.002056
0.000178,16,474,0.002234,0.002056
0.000178,16,475,0.002234,0.002056
0.000133,16,476,0.002783,0.002650
0.000133,16,477,0.002783,0.002650
0.000133,16,478,0.002783,0.002650
-0.000130,16,479,0.002520,0.002650
-0.000130,16,480,0.002520,0.002650
-0.000130,16,481,0.002520,0.002650
-0.000130,16,482,0.002520,0.002650
-0.000130,16,483,0.002520,0.002650
-0.000130,16,484,0.002520,0.002650
-0.000130,16,485,0.002520,0.002650
-0.000130,16,486,0.002520,0.002650
0.000283,16,487,0.004404,0.004121
0.000283,16,488,0.004404,0.004121
0.000143,16,489,0.001473,0.001330
0.000143,16,490,0.001473,0.001330
0.000143,16,491,0.001473,0.001330
0.000248,16,492,0.000689,0.000441
0.000248,16,493,0.000689,0.000441
0.000248,16,494,0.000689,0.000441
0.000057,16,495,0.001294,0.001238
0.000057,16,496,0.001294,0.001238
0.000057,16,497,0.001294,0.001238
0.000057,16,498,0.001294,0.001238
0.000057,16,499,0.001294,0.001238
0.000057,16,500,0.001294,0.001238
0.000057,16,501,0.001294,0.001238
0.000057,16,502,0.001294,0.001238
-0.000217,16,503,0.000488,0.000705
-0.000217,16,504,0.000488,0.000705
-0.000217,16,505,0.000488,0.000705
-0.000536,16,506,0.001026,0.001563
-0.000536,16,507,0.001026,0.001563
-0.000536,16,508,0.001026,0.001563
-0.001290,16,509,0.002540,0.003830
-0.001290,16,510,0.002540,0.003830
-0.000868,16,511,0.001951,0.002819
-0.000996,16,512,0.002037,0.003033
-0.000996,16,513,0.002037,0.003033
-0.000996,16,514,0.002037,0.003033
0.000111,16,515,0.005234,0.005123
0.000111,16,516,0.005234,0.005123
0.000111,16,517,0.005234,0.005123
0.002693,16,518,0.012605,0.009908
0.002693,16,519,0.012605,0.009908
0.002693,16,520,0.012605,0.009908
0.002693,16,521,0.012605,0.009908
0.003062,16,522,0.010156,0.007089
0.003062,16,523,0.010156,0.007089
0.005463,16,524,0.020172,0.014694
0.006009,16,525,0.018239,0.012212
0.013395,16,526,0.028271,0.014786
0.013395,16,527,0.028271,0.014786
0.023179,16,528,0.041268,0.017819
0.035387,16,529,0.058165,0.022145
0.048291,16,530,0.083060,0.033585
0.036909,16,531,0.060338,0.022739
0.051660,16,532,0.079353,0.026336
0.050774,16,533,0.080032,0.027947
0.040723,16,534,0.065847,0.024283
0.042234,16,535,0.074750,0.031612
0.043753,16,536,0.085772,0.041048
0.056531,16,537,0.117047,0.058888
0.074001,16,538,0.146107,0.069298
0.074484,16,539,0.156176,0.078848
0.064267,16,540,0.129146,0.062770
0.064210,16,541,0.129968,0.063652
0.046960,16,542,0.105078,0.056998
0.045769,16,543,0.107059,0.060227
0.030592,16,544,0.085483,0.054418
0.016641,16,545,0.067785,0.051005
0.010168,16,546,0.046451,0.036232
0.008704,16,547,0.048095,0.039354
-0.002397,16,548,0.039558,0.041952
-0.001294,16,549,0.038557,0.039850
-0.000832,16,550,0.029220,0.030052
-0.001414,16,551,0.022952,0.024366
-0.000907,16,552,0.017828,0.018735
-0.003703,16,553,0.009888,0.013585
-0.005451,16,554,0.006089,0.011526
-0.003603,16,555,0.003796,0.007393
-0.002738,16,556,0.002949,0.005683
-0.003328,16,557,0.003562,0.006884
-0.004341,16,558,0.004562,0.008894
-0.004892,16,559,0.005882,0.010763
-0.005290,16,560,0.008272,0.013548
-0.006534,16,561,0.009431,0.015944
-0.006737,16,562,0.009229,0.015944
-0.006696,16,563,0.009102,0.015775
-0.005165,16,564,0.007407,0.012558
-0.005165,16,565,0.007407,0.012558
-0.005165,16,566,0.007407,0.012558
-0.003842,16,567,0.006120,0.009954
-0.005165,16,568,0.007407,0.012558
-0.003268,16,569,0.010246,0.013508
-0.003268,16,570,0.010246,0.013508
-0.003268,16,571,0.010246,0.013508
-0.002784,16,572,0.010728,0.013508
-0.001469,16,573,0.009498,0.010965
-0.000308,16,574,0.008420,0.008729
-0.000020,16,575,0.006778,0.006798
-0.001249,16,576,0.003531,0.004779
-0.000564,16,577,0.002898,0.003462
-0.000564,16,578,0.002898,0.003462
-0.000033,16,579,0.002418,0.002451
-0.000033,16,580,0.002418,0.002451
-0.000033,16,581,0.002418,0.002451
-0.000033,16,582,0.002418,0.002451
-0.000033,16,583,0.002418,0.002451
0.000345,16,584,0.002091,0.001746
0.000059,16,585,0.000212,0.000153
0.000130,16,586,0.000130,0.000000
0.000130,16,587,0.000130,0.000000
0.000000,16,588,0.000000,0.000000
0.000000,16,589,0.000000,0.000000
0.000097,16,590,0.000802,0.000705
0.000097,16,591,0.000802,0.000705
0.000097,16,592,0.000802,0.000705
0.000097,16,593,0.000802,0.000705
0.000097,16,594,0.000802,0.000705
0.000097,16,595,0.000802,0.000705
0.000097,16,596,0.000802,0.000705
0.000097,16,597,0.000802,0.000705
0.000097,16,598,0.000802,0.000705
0.000097,16,599,0.000802,0.000705
0.000097,16,600,0.000802,0.000705
0.000097,16,601,0.000802,0.000705
0.000097,16,602,0.000802,0.000705
0.000097,16,603,0.000802,0.000705
0.000097,16,604,0.000802,0.000705
0.000097,16,605,0.000802,0.000705
0.000000,16,606,0.000000,0.000000
0.000528,16,607,0.002244,0.001716
0.000837,16,608,0.002553,0.001716
0.000837,16,609,0.002553,0.001716
