win_length,x,dXY,dXY_inv,vX,vX_inv,vY,vY_inv,q1,nx,ny
9,407,0.0138272,0,0.000996552,0,-5.92119e-17,0,0.0128306,75,6,0
9,408,0.0128395,0,0.000329218,0,-1.88738e-16,0,0.0125103,75,6,0
9,409,0.0128395,0,0.000329218,0,-7.03141e-17,0,0.0125103,75,6,0
9,410,0.0128395,0,0.000329218,0,-7.03141e-17,0,0.0125103,75,6,0
9,411,0.0123457,0,0,0,1.62833e-16,0,0.0123457,75,6,0
9,412,0.0128395,0,0.000329218,0,-3.07162e-16,0,0.0125103,75,6,0
9,413,0.0324269,0,0.0014826,0,0.111111,0,0.0309443,79,2,0
9,414,0.0324269,0,0.0014826,0,0.111111,0,0.0309443,79,2,0
9,415,0.0324269,0,0.0014826,0,0.111111,0,0.0309443,79,2,0
9,416,0.0612596,0,0.00175508,0,0.111111,0,0.0595045,79,2,0
9,417,0.106579,0,0.00201955,0,0.111111,0,0.10456,79,2,0
9,418,0.106579,0,0.00201955,0,0.111111,0,0.10456,79,2,0
9,419,0.162135,0,0.00201955,0,0.197531,0,0.160115,79,2,0
9,420,0.162135,0,0.00201955,0,0.197531,0,0.160115,79,2,0
9,421,0.127129,0,0.00746511,0,0.308642,0,0.119664,79,2,0
9,422,0.111778,0,0.0017049,0,0.0881834,0,0.110074,74,7,0
9,423,0.200329,0,0.00573462,0,-3.9672e-15,0,0.194595,75,6,0
9,424,0.200329,0,0.00573462,0,-2.02801e-15,0,0.194595,75,6,0
9,425,0.114074,0,0.00305194,0,2.38328e-15,0,0.111022,75,6,0
9,426,0.195556,0,0.00368368,0,-4.01161e-15,0,0.191872,75,6,0
9,427,0.2,0,0.00667334,0,-6.9574e-16,0,0.193327,75,6,0
9,428,0.198848,0,0.0056323,0,-2.66454e-15,0,0.193215,75,6,0
9,429,0.302222,0,0.0121989,0,-6.75016e-15,0,0.290023,75,6,0
9,430,0.192757,0,0.00736737,0,-2.29446e-16,0,0.18539,75,6,0
9,431,0.109443,0,0.00457078,0,-3.59501e-15,0,0.104872,74,7,0
9,432,0.0489819,0,0.000352734,0,0.0359147,0,0.0486291,70,11,0
9,433,0.0489819,0,0.000352734,0,0.0359147,0,0.0486291,70,11,0
9,434,0.0545615,0,0.000352734,0,0.0462402,0,0.0542088,70,11,0
9,435,0.0752461,0,0.00379066,0,0.0123457,0,0.0714555,79,2,0
9,436,0.0162738,0,0.000352734,0,0.00224467,0,0.0159211,70,11,0
9,437,0.0482149,0,0.00165005,0,0.0141093,0,0.0465648,74,7,0
9,438,0.0138272,0,0.00101435,0,-1.4803e-17,0,0.0128128,75,6,0
9,439,0.0138272,0,0.00101435,0,1.62833e-16,0,0.0128128,75,6,0
9,440,0.0138272,0,0.00101435,0,4.44089e-17,0,0.0128128,75,6,0
9,441,0.0133333,0,0.000667334,0,-3.10862e-16,0,0.012666,75,6,0
9,442,0.0133333,0,0.000667334,0,-5.4771e-16,0,0.012666,75,6,0
9,443,0.0128395,0,0.000329218,0,4.81097e-17,0,0.0125103,75,6,0
9,444,0.0138272,0,0.000996552,0,2.96059e-16,0,0.0128306,75,6,0
9,445,0.0138272,0,0.000996552,0,1.77636e-16,0,0.0128306,75,6,0
9,446,0.0128145,0,0.000312549,0,-8.32667e-16,0,0.012502,79,2,0
9,447,0.038131,0,0.00528929,0,4.44089e-15,0,0.0328417,79,2,0
9,448,0.0151947,0,-5.71933e-17,0,0.00182336,0,0.0151947,55,26,0
9,449,0.038131,0,0.00528929,0,9.54792e-15,0,0.0328417,79,2,0
9,450,0.0151947,0,1.30834e-18,0,0.00182336,0,0.0151947,55,26,0
9,451,0.0420378,0,0.00773358,0,1.88738e-15,0,0.0343042,79,2,0
9,452,0.0420378,0,0.00773358,0,1.43219e-14,0,0.0343042,79,2,0
9,453,0.0250162,0,0.00563136,0,1.36002e-15,0,0.0193849,76,5,0
9,454,0.0250162,0,0.00563136,0,1.67089e-15,0,0.0193849,76,5,0
9,455,0.0250162,0,0.00563136,0,4.71845e-16,0,0.0193849,76,5,0
9,456,0.0123457,0,-7.79104e-20,0,-2.38698e-16,0,0.0123457,76,5,0
9,457,0.0123457,0,0,0,-1.4988e-16,0,0.0123457,76,5,0
9,458,0.0123457,0,0,0,4.996e-17,0,0.0123457,76,5,0
9,459,0.0123457,0,1.46705e-18,0,0.0273101,0,0.0123457,69,12,0
9,460,0.0123457,0,1.29478e-18,0,0.00352734,0,0.0123457,74,7,0
9,461,0.0123457,0,1.43865e-19,0,0.00352734,0,0.0123457,74,7,0
9,462,0.0123457,0,2.87729e-19,0,0.00352734,0,0.0123457,74,7,0
9,463,0.0123457,0,3.69937e-19,0,0.00352734,0,0.0123457,74,7,0
9,464,0.0138472,0,0.000973576,0,0.00352734,0,0.0128736,74,7,0
9,465,0.0148482,0,0.00168662,0,0.00352734,0,0.0131616,74,7,0
9,466,0.0148482,0,0.00168662,0,0.00352734,0,0.0131616,74,7,0
9,467,0.0148482,0,0.00168662,0,0.00352734,0,0.0131616,74,7,0
9,468,0.0132953,0,0.00062489,0,-3.70074e-16,0,0.0126705,78,3,0
9,469,0.0132953,0,0.00062489,0,-3.70074e-16,0,0.0126705,78,3,0
9,470,0.0137702,0,0.00095789,0,-3.70074e-17,0,0.0128123,78,3,0
9,471,0.0137702,0,0.00095789,0,2.59052e-16,0,0.0128123,78,3,0
9,472,0.0137702,0,0.00095789,0,5.55112e-16,0,0.0128123,78,3,0
9,473,0.0128145,0,0.000312549,0,9.4369e-16,0,0.012502,79,2,0
9,474,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,475,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,476,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,477,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,478,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,479,0,0,0,0,0,0,0,44,37,0
9,480,0.0123457,0,5.53267e-18,0,0.000649773,0,0.0123457,43,38,0
9,481,0.0123457,0,-3.086e-17,0,0.000649773,0,0.0123457,43,38,0
9,482,0.0123457,0,7.131e-18,0,0.000649773,0,0.0123457,43,38,0
9,483,0.0303894,0,0.00640101,0,1.73935e-15,0,0.0239884,78,3,0
9,484,0.0303894,0,0.00640101,0,9.99201e-16,0,0.0239884,78,3,0
9,485,0.0303894,0,0.00640101,0,-4.40388e-14,0,0.0239884,78,3,0
9,486,0.0303894,0,0.00640101,0,2.94209e-15,0,0.0239884,78,3,0
9,487,0.0303894,0,0.00640101,0,4.92199e-15,0,0.0239884,78,3,0
9,488,0.0303894,0,0.00640101,0,8.04912e-15,0,0.0239884,78,3,0
9,489,0.0123457,0,-7.02439e-19,0,1.11022e-16,0,0.0123457,78,3,0
9,490,0.0123457,0,0,0,-1.85037e-16,0,0.0123457,78,3,0
9,491,0.0123457,0,-4.06675e-19,0,2.59052e-16,0,0.0123457,78,3,0
9,492,0,0,0,0,0,0,0,41,40,0
9,493,0,0,0,0,0,0,0,32,49,0
9,494,0.0123457,0,1.973e-18,0,2.64339e-17,0,0.0123457,74,7,0
9,495,0.0123457,0,3.28833e-19,0,-1.58603e-17,0,0.0123457,74,7,0
9,496,0.0123457,0,8.22083e-20,0,6.87281e-17,0,0.0123457,74,7,0
9,497,0.0123457,0,8.22083e-20,0,6.87281e-17,0,0.0123457,74,7,0
9,498,0.0123457,0,3.69937e-19,0,-3.70074e-17,0,0.0123457,74,7,0
9,499,0.0123457,0,8.63187e-19,0,2.64339e-17,0,0.0123457,74,7,0
9,500,0.0123457,0,7.39875e-19,0,-5.81545e-17,0,0.0123457,74,7,0
9,501,0.0123457,0,0,0,3.22493e-16,0,0.0123457,74,7,0
9,502,0.0123457,0,1.41337e-18,0,0.0265907,0,0.0123457,68,13,0
9,503,0.0123457,0,0,0,3.9968e-16,0,0.0123457,75,6,0
9,504,0.0123457,0,-2.0004e-19,0,7.40149e-17,0,0.0123457,75,6,0
9,505,0.0123457,0,-5.20104e-19,0,1.4803e-17,0,0.0123457,75,6,0
9,506,0.0123457,0,0,0,2.22045e-16,0,0.0123457,75,6,0
9,507,0.0123457,0,-2.80056e-19,0,1.4803e-17,0,0.0123457,75,6,0
9,508,0.0123457,0,0,0,2.22045e-16,0,0.0123457,75,6,0
9,509,0.0123457,0,-2.80056e-19,0,1.4803e-17,0,0.0123457,75,6,0
9,510,0.0123457,0,0,0,2.22045e-16,0,0.0123457,75,6,0
9,511,0,0,0,0,0,0,0,36,45,0
9,512,0,0,0,0,0,0,0,49,32,0
9,513,0.0123457,0,-2.0004e-19,0,7.40149e-17,0,0.0123457,75,6,0
9,514,0.0123457,0,0,0,3.70074e-16,0,0.0123457,75,6,0
9,515,0.0123457,0,0,0,1.92439e-16,0,0.0123457,75,6,0
9,516,0.0493827,0,0,0,8.88178e-16,0,0.0493827,75,6,0
9,517,0.0493827,0,-1.28026e-18,0,2.96059e-16,0,0.0493827,75,6,0
9,518,0.0493827,0,0,0,1.71714e-15,0,0.0493827,75,6,0
9,519,0.0502058,0,0.000329218,0,-8.14164e-16,0,0.0498765,75,6,0
9,520,0.0502058,0,0.000329218,0,-6.88338e-16,0,0.0498765,75,6,0
9,521,0.0502058,0,0.000329218,0,-1.03621e-15,0,0.0498765,75,6,0
9,522,0.0263597,0,0.00601058,0,0.0141093,0,0.0203491,74,7,0
9,523,0.0263597,0,0.00601058,0,0.0141093,0,0.0203491,74,7,0
9,524,0.0263597,0,0.00601058,0,0.0141093,0,0.0203491,74,7,0
9,525,0.0505474,0,0.000465875,0,0.000881834,0,0.0500815,53,28,0
9,526,0.0505474,0,0.000465875,0,0.000881834,0,0.0500815,53,28,0
9,527,0.0505474,0,0.000465875,0,0.000881834,0,0.0500815,53,28,0
9,528,0.0493827,0,2.09476e-17,0,0.000881834,0,0.0493827,53,28,0
9,529,0.0493827,0,7.70227e-17,0,0.000881834,0,0.0493827,53,28,0
9,530,0.0493827,0,1.67581e-17,0,0.000881834,0,0.0493827,53,28,0
9,531,0.044491,0,-1.38925e-16,0,0.00288484,0,0.044491,28,53,0
9,532,0.044491,0,-8.87004e-17,0,0.00288484,0,0.044491,28,53,0
9,533,0.0862298,0,-9.16859e-16,0,0.0155152,0,0.0862298,16,65,0
9,534,0.0385565,0,-1.18424e-15,0,0.00518756,0,0.0385565,16,65,0
9,535,0.0930674,0,-1.24345e-15,0,0.00518756,0,0.0930674,16,65,0
9,536,0.17227,0,0.00154321,0,0.00518756,0,0.170726,16,65,0
9,537,0.272727,0,-2.16758e-15,0,0.0253763,0,0.272727,15,66,0
9,538,0.271166,0,0.020038,0,0.00617284,0,0.251128,65,16,0
9,539,0.394509,0,-6.23799e-15,0,0.0327599,0,0.394509,14,67,0
9,540,0.302561,0,2.56571e-15,0,0.0172929,0,0.302561,14,67,0
9,541,0.328911,0,-7.72276e-16,0,0.0293426,0,0.328911,14,67,0
9,542,0.150457,0,0.00218796,0,0.230858,0,0.148269,52,29,0
9,543,0.284677,0,0.0710012,0,3.6552e-15,0,0.213676,68,13,0
9,544,0.361474,0,0.074822,0,-9.10952e-16,0,0.286652,68,13,0
9,545,0.381445,0,0.0779111,0,-6.45637e-15,0,0.303534,68,13,0
9,546,0.285585,0,0.057447,0,3.55271e-15,0,0.228138,68,13,0
9,547,0.281503,0,0.053632,0,0.112875,0,0.227871,67,14,0
9,548,0.255521,0,0.0328381,0,0.112875,0,0.222683,67,14,0
9,549,0.259622,0,0.0367823,0,-2.8695e-15,0,0.22284,68,13,0
9,550,0.175437,0,0.00348211,0,0.0367823,0,0.171955,13,68,0
9,551,0.0968382,0,0.00348211,0,0.0367823,0,0.0933561,13,68,0
9,552,0.0656566,0,-5.70972e-17,0,0.0282598,0,0.0656566,15,66,0
9,553,0.0374582,0,0.00846497,0,0.0348664,0,0.0289932,67,14,0
9,554,0.0818097,0,0.00506489,0,0.197531,0,0.0767448,79,2,0
9,555,0.0839975,0,0.00259656,0,0.197531,0,0.0814009,79,2,0
9,556,0.0522845,0,0.00129911,0,0.090535,0,0.0509854,78,3,0
9,557,0.0518831,0,0.00162686,0,0.111111,0,0.0502562,79,2,0
9,558,0.0832161,0,0.00162686,0,0.197531,0,0.0815893,79,2,0
9,559,0.0813408,0,0.000961689,0,0.197531,0,0.0803791,79,2,0
9,560,0.124707,0,0.000961689,0,0.308642,0,0.123745,79,2,0
9,561,0.162057,0,0.000945661,0,0.308642,0,0.161111,79,2,0
9,562,0.160963,0,0.000617084,0,0.308642,0,0.160346,79,2,0
9,563,0.10486,0,0.000312549,0,0.197531,0,0.104548,79,2,0
9,564,0.0987654,0,0,0,0.197531,0,0.0987654,79,2,0
9,565,0.154321,0,0,0,0.308642,0,0.154321,79,2,0
9,566,0.219878,0,0.000913604,0,0.444444,0,0.218965,79,2,0
9,567,0.225973,0,0.00310145,0,0.444444,0,0.222871,79,2,0
9,568,0.305751,0,0.00310145,0,0.604938,0,0.302649,79,2,0
9,569,0.225973,0,0.00310145,0,0.444444,0,0.222871,79,2,0
9,570,0.225973,0,0.00310145,0,0.444444,0,0.222871,79,2,0
9,571,0.225973,0,0.00310145,0,0.444444,0,0.222871,79,2,0
9,572,0.225973,0,0.00310145,0,0.444444,0,0.222871,79,2,0
9,573,0.15854,0,0.00310145,0,0.308642,0,0.155439,79,2,0
9,574,0.103454,0,0.00310145,0,0.197531,0,0.100352,79,2,0
9,575,0.104391,0,0.00201955,0,0.197531,0,0.102372,79,2,0
9,576,0.0918112,0,0.00488057,0,0.111111,0,0.0869307,79,2,0
9,577,0.0918112,0,0.00488057,0,0.111111,0,0.0869307,79,2,0
9,578,0.0918112,0,0.00488057,0,0.111111,0,0.0869307,79,2,0
9,579,0.0582904,0,0.00502482,0,0.197531,0,0.0532655,79,2,0
9,580,0.0582904,0,0.00502482,0,0.197531,0,0.0532655,79,2,0
9,581,0.0526645,0,0.00536141,0,0.0493827,0,0.0473031,79,2,0
9,582,0.0526645,0,0.00536141,0,0.0493827,0,0.0473031,79,2,0
9,583,0.0582904,0,0.00502482,0,0.197531,0,0.0532655,79,2,0
9,584,0.0146131,0,0.000425713,0,0.00107354,0,0.0141874,58,23,0
9,585,0.0123457,0,-2.52242e-19,0,0.0493827,0,0.0123457,79,2,0
9,586,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,587,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,588,0,0,0,0,0,0,0,41,40,0
9,589,0,0,0,0,0,0,0,42,39,0
9,590,0,0,0,0,0,0,0,33,48,0
9,591,0,0,0,0,0,0,0,47,34,0
9,592,0,0,0,0,0,0,0,33,48,0
9,593,0,0,0,0,0,0,0,48,33,0
9,594,0,0,0,0,0,0,0,39,42,0
9,595,0,0,0,0,0,0,0,39,42,0
9,596,0,0,0,0,0,0,0,40,41,0
9,597,0.0123457,0,1.43339e-18,0,-1.69617e-17,0,0.0123457,72,9,0
9,598,0.0123457,0,0,0,1.18732e-16,0,0.0123457,72,9,0
9,599,0.0123457,0,1.47682e-18,0,-4.62593e-18,0,0.0123457,72,9,0
9,600,0.0123457,0,-8.68719e-19,0,9.40606e-17,0,0.0123457,72,9,0
9,601,0.0123457,0,0,0,1.5574e-16,0,0.0123457,72,9,0
9,602,0.0123457,0,4.3436e-19,0,7.70988e-18,0,0.0123457,72,9,0
9,603,0.0123457,0,-6.94975e-19,0,6.93889e-17,0,0.0123457,72,9,0
9,604,0.0123457,0,-6.94975e-19,0,6.93889e-17,0,0.0123457,72,9,0
9,605,0.0123457,0,6.08103e-19,0,3.23815e-17,0,0.0123457,72,9,0
9,606,0,0,0,0,0,0,0,38,43,0
9,607,0,0,0,0,0,0,0,40,41,0
9,608,0,0,0,0,0,0,0,44,37,0
9,609,0,0,0,0,0,0,0,40,41,0
9,610,0,0,0,0,0,0,0,37,44,0
9,611,0,0,0,0,0,0,0,37,44,0
9,612,0,0,0,0,0,0,0,35,46,0
9,613,0,0,0,0,0,0,0,40,41,0
9,614,0.0123457,0,5.80931e-18,0,5.7845e-17,0,0.0123457,44,37,0
9,615,0.0133467,0,-2.14768e-17,0,0.000667334,0,0.0133467,44,37,0
9,616,0.0133467,0,-4.36578e-17,0,0.000667334,0,0.0133467,44,37,0
9,617,0.0133467,0,-1.44352e-17,0,0.000667334,0,0.0133467,44,37,0
9,618,0.0133467,0,-2.1958e-16,0,0.000667334,0,0.0133467,44,37,0
9,619,0.0133467,0,5.63327e-18,0,0.000667334,0,0.0133467,44,37,0
9,620,0.0133467,0,-4.58877e-17,0,0.000667334,0,0.0133467,44,37,0
9,621,0.0133467,0,-6.51346e-17,0,0.000667334,0,0.0133467,44,37,0
9,622,0.0133467,0,4.69439e-19,0,0.000667334,0,0.0133467,44,37,0
9,623,0.0128903,0,0.000363108,0,1.92154e-16,0,0.0125272,68,13,0
9,624,0.0128903,0,0.000363108,0,1.46606e-16,0,0.0125272,68,13,0
9,625,0.0128903,0,0.000363108,0,1.23833e-16,0,0.0125272,68,13,0
9,626,0.0448439,0,0.00361482,0,-1.523e-15,0,0.041229,68,13,0
9,627,0.0449077,0,0.00318274,0,0.0282187,0,0.041725,67,14,0
9,628,0.0449077,0,0.00318274,0,0.0282187,0,0.041725,67,14,0
9,629,0.0449077,0,0.00318274,0,0.0282187,0,0.041725,67,14,0
9,630,0.0495801,0,0.00318274,0,0.0440917,0,0.0463974,67,14,0
9,631,0.0495801,0,0.00318274,0,0.0440917,0,0.0463974,67,14,0
9,632,0.0699328,0,0.00516106,0,0.111111,0,0.0647717,79,2,0
9,633,0.0354743,0,0.00516106,0,0.0493827,0,0.0303132,79,2,0
9,634,0.0138889,0,-1.39126e-19,0,0.00925926,0,0.0138889,57,24,0
9,635,0.0246914,0,0,0,0.0493827,0,0.0246914,79,2,0
9,636,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,637,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,638,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,639,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,640,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,641,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,642,0.0289108,0,0.0054095,0,0.0493827,0,0.0235013,79,2,0
9,643,0.0267229,0,0.0055217,0,0.0493827,0,0.0212012,79,2,0
9,644,0.0289108,0,0.0054095,0,0.0493827,0,0.0235013,79,2,0
9,645,0.059775,0,0.0054095,0,0.111111,0,0.0543655,79,2,0
9,646,0.059775,0,0.0054095,0,0.111111,0,0.0543655,79,2,0
9,647,0.059775,0,0.0054095,0,0.111111,0,0.0543655,79,2,0
9,648,0.0289108,0,0.0054095,0,0.0493827,0,0.0235013,79,2,0
9,649,0.0289108,0,0.0054095,0,0.0493827,0,0.0235013,79,2,0
9,650,0.0137174,0,-1.98614e-17,0,0.00365798,0,0.0137174,54,27,0
9,651,0.0129842,0,0.000425713,0,-4.38823e-18,0,0.0125585,58,23,0
9,652,0.0129842,0,4.2127e-17,0,0.000425713,0,0.0129842,23,58,0
9,653,0.0129842,0,0.000425713,0,3.94941e-18,0,0.0125585,58,23,0
9,654,0.0123457,0,1.41045e-18,0,5.39753e-17,0,0.0123457,58,23,0
9,655,0.0129842,0,4.65153e-17,0,0.000425713,0,0.0129842,23,58,0
9,656,0.0129842,0,6.03382e-17,0,0.000425713,0,0.0129842,23,58,0
9,657,0.0140485,0,2.54518e-17,0,0.00170285,0,0.0140485,23,58,0
9,658,0.0377403,0,0.00502482,0,0.111111,0,0.0327154,79,2,0
9,659,0.0377403,0,0.00502482,0,0.111111,0,0.0327154,79,2,0
9,660,0.0555556,0,0,0,0.111111,0,0.0555556,79,2,0
9,661,0.0555556,0,0,0,0.111111,0,0.0555556,79,2,0
9,662,0.0555556,0,0,0,0.111111,0,0.0555556,79,2,0
9,663,0.070636,0,0.00456802,0,0.197531,0,0.066068,79,2,0
9,664,0.0368026,0,0.00456802,0,0.111111,0,0.0322346,79,2,0
9,665,0.0275404,0,0.00444,0,0.0740741,0,0.0231004,78,3,0
9,666,0.0129528,0,0.000404776,0,7.4794e-17,0,0.0125481,61,20,0
9,667,0.0129528,0,7.1288e-17,0,0.000404776,0,0.0129528,20,61,0
9,668,0.0129528,0,5.14209e-17,0,0.000404776,0,0.0129528,20,61,0
9,669,0.0267183,0,-1.22247e-15,0,0.0108827,0,0.0267183,14,67,0
9,670,0.0267183,0,-1.00042e-16,0,0.0108827,0,0.0267183,14,67,0
9,671,0.0267183,0,-5.63652e-16,0,0.0108827,0,0.0267183,14,67,0
9,672,0.0196124,0,0.00596247,0,0.0493827,0,0.01365,79,2,0
9,673,0.038131,0,0.00596247,0,0.111111,0,0.0321685,79,2,0
9,674,0.0689952,0,0.00596247,0,0.197531,0,0.0630327,79,2,0
9,675,0.112205,0,0.00596247,0,0.308642,0,0.106243,79,2,0
9,676,0.112205,0,0.00596247,0,0.308642,0,0.106243,79,2,0
9,677,0.112205,0,0.00596247,0,0.308642,0,0.106243,79,2,0
9,678,0.0709486,0,0.00485653,0,0.197531,0,0.0660921,79,2,0
9,679,0.117128,0,0.00485653,0,0.308642,0,0.112271,79,2,0
9,680,0.181278,0,0.00456802,0,0.444444,0,0.17671,79,2,0
9,681,0.247851,0,0.0134877,0,0.444444,0,0.234364,79,2,0
9,682,0.247851,0,0.0134877,0,0.444444,0,0.234364,79,2,0
9,683,0.0656901,0,0.00204365,0,0.0440917,0,0.0636464,67,14,0
9,684,0.120956,0,0.00290355,0,0.0282187,0,0.118053,67,14,0
9,685,0.122299,0,0.00336142,0,0.0282187,0,0.118937,67,14,0
9,686,0.122299,0,0.00336142,0,0.0282187,0,0.118937,67,14,0
9,687,0.078628,0,0.00111675,0,0.0282187,0,0.0775113,67,14,0
9,688,0.0689015,0,0.00111675,0,0.015873,0,0.0677848,67,14,0
9,689,0.0609387,0,0.00111675,0,0.00705467,0,0.0598219,67,14,0
9,690,0.0573527,0,0.00412324,0,0.111111,0,0.0532295,79,2,0
9,691,0.015254,0,0.000379867,0,0.00483539,0,0.0148742,65,16,0
9,692,0.015254,0,0.000379867,0,0.00483539,0,0.0148742,65,16,0
9,693,0.0136228,0,2.80847e-17,0,0.000866363,0,0.0136228,23,58,0
9,694,0.0129842,0,0.000425713,0,1.17166e-16,0,0.0125585,58,23,0
9,695,0.0129842,0,4.849e-17,0,0.000425713,0,0.0129842,23,58,0
9,696,0.0129842,0,3.86165e-17,0,0.000425713,0,0.0129842,23,58,0
9,697,0.0453941,0,-1.3924e-16,0,0.00409544,0,0.0453941,16,65,0
9,698,0.0497572,0,0.00244342,0,0.0130719,0,0.0473138,64,17,0
9,699,0.123926,0,0.0251962,0,0.308642,0,0.0987294,79,2,0
9,700,0.110826,0,0.0186135,0,0.0522634,0,0.0922127,65,16,0
9,701,0.119314,0,0.0186135,0,0.070679,0,0.1007,65,16,0
9,702,0.303016,0,0.026759,0,0.444444,0,0.276257,79,2,0
9,703,0.414362,0,0.0564872,0,0.604938,0,0.357874,79,2,0
9,704,0.279713,0,0.0297365,0,0.124691,0,0.249976,65,16,0
9,705,0.258299,0,0.00164609,0,0.0710294,0,0.256653,15,66,0
9,706,0.3795,0,0.0967945,0,0.316049,0,0.282705,76,5,0
9,707,0.437447,0,0.113624,0,0.151235,0,0.323823,73,8,0
9,708,0.502114,0,0.125096,0,0.151235,0,0.377018,73,8,0
9,709,0.550059,0,0.14299,0,0.151235,0,0.407069,73,8,0
9,710,0.600964,0,0.189432,0,0.151235,0,0.411532,73,8,0
9,711,0.54138,0,0.0424637,0,0.240219,0,0.498917,14,67,0
9,712,0.485169,0,0.0507295,0,0.236649,0,0.43444,11,70,0
9,713,0.38336,0,0.0141093,0,0.251027,0,0.36925,7,74,0
9,714,0.318137,0,0.0200708,0,0.323952,0,0.298066,19,62,0
9,715,0.580199,0,0.031746,0,0.282497,0,0.548453,7,74,0
9,716,0.676379,0,2.43953e-14,0,0.278772,0,0.676379,6,75,0
9,717,0.667239,0,0.0141093,0,0.273973,0,0.653129,7,74,0
9,718,0.508001,0,0.00673401,0,0.182583,0,0.501267,11,70,0
9,719,0.527337,0,0.00673401,0,0.170539,0,0.520603,11,70,0
9,720,0.517973,0,0.00673401,0,0.167819,0,0.511239,11,70,0
9,721,0.499327,0,0.0216343,0,0.145345,0,0.477692,15,66,0
9,722,0.486376,0,0.029822,0,0.368436,0,0.456554,56,25,0
9,723,0.506909,0,0.0845501,0,0.0816872,0,0.422359,65,16,0
9,724,0.447519,0,0.00352734,0,0.150996,0,0.443992,7,74,0
9,725,0.372104,0,0.00705467,0,0.147298,0,0.365049,8,73,0
9,726,0.34059,0,0.0814266,0,0.324408,0,0.259164,59,22,0
9,727,0.463637,0,0.0695669,0,0.105995,0,0.39407,28,53,0
9,728,0.55829,0,0.0578646,0,0.129052,0,0.500425,52,29,0
9,729,0.613453,0,0.0315811,0,0.126802,0,0.581871,52,29,0
9,730,0.625299,0,0.0394391,0,0.131332,0,0.58586,52,29,0
9,731,0.616433,0,0.0437964,0,0.120446,0,0.572636,52,29,0
9,732,0.694232,0,0.0770814,0,0.133096,0,0.61715,52,29,0
9,733,0.617832,0,0.109035,0,0.171045,0,0.508798,52,29,0
9,734,0.525797,0,0.12868,0,0.208082,0,0.397117,52,29,0
9,735,0.395072,0,0.03812,0,0.262713,0,0.356952,19,62,0
9,736,0.563574,0,0.0122281,0,0.16911,0,0.551346,15,66,0
9,737,0.518481,0,0.0129336,0,0.121747,0,0.505548,15,66,0
9,738,0.596783,0,0.0042328,0,0.0848255,0,0.59255,15,66,0
9,739,0.441339,0,0.0042328,0,0.0696941,0,0.437107,15,66,0
9,740,0.307856,0,0.0042328,0,0.0696941,0,0.303624,15,66,0
9,741,0.285333,0,0.00189934,0,0.066102,0,0.283434,13,68,0
9,742,0.354416,0,0.0143697,0,0.0634774,0,0.340046,65,16,0
9,743,0.434948,0,0.0050095,0,0.0634774,0,0.429938,65,16,0
9,744,0.45463,0,0.00287274,0,0.079321,0,0.451757,65,16,0
9,745,0.317545,0,0.00287274,0,0.079321,0,0.314672,65,16,0
9,746,0.291171,0,0.00348211,0,0.023033,0,0.287689,13,68,0
9,747,0.286657,0,0.00874881,0,0.0364198,0,0.277908,65,16,0
9,748,0.38597,0,0.00348211,0,0.0458654,0,0.382488,13,68,0
9,749,0.38597,0,0.00348211,0,0.0458654,0,0.382488,13,68,0
9,750,0.391757,0,0.0171664,0,0.0543613,0,0.374591,15,66,0
9,751,0.258991,0,0.00205761,0,0.068638,0,0.256933,12,69,0
9,752,0.164279,0,0.00364039,0,0.056,0,0.160638,13,68,0
9,753,0.110394,0,0.000493827,0,0.0229391,0,0.1099,50,31,0
9,754,0.110394,0,0.000493827,0,0.0229391,0,0.1099,50,31,0
9,755,0.110394,0,0.000493827,0,0.0229391,0,0.1099,50,31,0
9,756,0.0896776,0,-2.2297e-15,0,0.0229139,0,0.0896776,9,72,0
9,757,0.0465658,0,0.00571329,0,0.00246914,0,0.0408525,71,10,0
9,758,0.0468107,0,-1.27984e-15,0,0.00666551,0,0.0468107,9,72,0
9,759,0.0123457,0,6.25478e-19,0,3.20731e-17,0,0.0123457,71,10,0
9,760,0.0123457,0,-8.04186e-19,0,7.15477e-17,0,0.0123457,71,10,0
9,761,0.0123457,0,0,0,1.01154e-16,0,0.0123457,71,10,0
9,762,0.0407577,0,8.00947e-16,0,0.00503598,0,0.0407577,8,73,0
9,763,0.0407577,0,-4.29022e-15,0,0.00503598,0,0.0407577,8,73,0
9,764,0.0407577,0,-1.30055e-15,0,0.00503598,0,0.0407577,8,73,0
9,765,0.0442742,0,-5.63888e-16,0,0.00753587,0,0.0442742,23,58,0
