win_length,x,dXY,dXY_inv,vX,vX_inv,vY,vY_inv,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,nx,ny,gap_prop,A_dXY,A_dXY_inv,A_vX,A_vX_inv,A_vY,A_vY_inv,A_Q0,A_Q1,A_Q2,A_Q3,A_Q4,A_Q5,A_Q6,A_Q7,A_nx,A_ny,A_rand_idx,A_adj_rand_idx,A_ham_idx
9,828,0.0206489,0,0.00557734,0,0.0239819,0,0.0149591,0.0150716,-0.00333297,0.0117386,0.0206489,0.0184045,0.232565,0,51,30,0,0.0488218,0,0.000374137,0,3.97364e-08,0,0.0473107,0.0484476,0.0488217,0.0972693,0.0488218,0.000374097,9415.46,0,66,15,0.611111,0.205047,0.259259
9,837,0.00573711,0,0.0043573,0,0.00740741,0,0.00137878,0.00137981,-0.0016703,-0.000290491,0.00573711,0.00305011,0.588235,0,51,30,0,0.111111,0,1.49012e-08,0,0,0,0.105361,0.111111,0.111111,0.222222,0.111111,1.49012e-08,inf,0,2,79,0.527778,0.00570438,0.37037
9,846,0.00154926,0,0.0014718,0,0.00170285,0,7.7483e-05,7.7465e-05,-0.000153589,-7.61237e-05,0.00154926,0.000231054,0.864314,0,51,30,0,0.0137522,0,-2.6077e-07,0,0.000913604,0,0.0136588,0.0137525,0.0128386,0.0265911,0.0137522,0.000913865,0.00028543,0,2,79,0.527778,0.00570438,0.37037
9,855,0.0304122,0,0.0261826,0,0.030623,0,0.00422063,0.00422957,-0.000210768,0.0040188,0.0304122,0.00444033,0.855,0,51,30,0,0.0756359,0,8.32975e-05,0,0.0263824,0,0.0728346,0.0755526,0.0492535,0.124806,0.0756359,0.0262991,0.00315732,0,2,79,0.541975,0.0355982,0.345679
9,864,0.00182361,0,0.000484144,0,0.00295161,0,0.00133866,0.00133947,-0.001128,0.000211475,0.00182361,0.00246747,0.164027,0,51,30,0,0.0123457,0,-6.482e-08,0,0,0,0.0122702,0.0123458,0.0123457,0.0246915,0.0123457,6.482e-08,inf,0,5,76,0.55,0.0600287,0.333333
9,873,0.0239168,0,0.0250982,0,0.0182773,0,-0.00118218,-0.00118143,0.0056395,0.00445808,0.0239168,0.00682093,1.37319,0,51,30,0,0.0493828,0,-4.9991e-09,0,1.26119e-07,0,0.0482022,0.0493828,0.0493827,0.0987655,0.0493828,1.31118e-07,0.0396381,0,31,50,0.50679,0.0112066,0.419753
9,882,0.0948848,0,0.0873306,0,0.0594012,0,0.00752578,0.00755423,0.0354836,0.0430379,0.0948848,0.0279294,1.47018,0,51,30,0,0.159868,0,0.00175885,0,0.0340002,0,0.146789,0.158109,0.125868,0.283977,0.159868,0.0322414,0.0517305,0,27,54,0.516049,0.0266915,0.395062
9,891,0.000411522,0,0,0,0.000823045,0,0.000411426,0.000411522,-0.000411523,-5.82077e-11,0.000411522,0.000823045,0,0,51,30,0,0.00617284,0,0.0123457,0,0,0,-0.00619191,-0.00617285,0.00617284,-1.30385e-08,0.00617284,0.0123457,inf,0,2,79,0.541975,0.0355982,0.345679
9,900,0.0430404,0,0.0358654,0,0.0521073,0,0.00714935,0.00717501,-0.00906684,-0.00189183,0.0430404,0.0162419,0.6883,0,51,30,0,0.192559,0,3.18554e-06,0,0.00370467,0,0.176098,0.192555,0.188854,0.381409,0.192559,0.00370148,0.000859871,0,9,72,0.521605,0.0102171,0.382716
9,909,0.0100944,0,0.00914065,0,0.0114943,0,0.000953339,0.000953729,-0.0013999,-0.000446167,0.0100944,0.00235363,0.795235,0,51,30,0,0.0370372,0,1.40766e-06,0,0.00556112,0,0.0363665,0.0370358,0.0314761,0.0685119,0.0370372,0.00555972,0.000253126,0,6,75,0.527778,0.0160772,0.37037
9,918,0.0100863,0,0.0117356,0,0.00840076,0,-0.00165068,-0.00164933,0.00168552,3.61875e-05,0.0100863,0.00333485,1.39697,0,51,30,0,0.0359292,0,5.48363e-06,0,0.0085388,0,0.0352935,0.0359237,0.0273904,0.0633141,0.0359292,0.00853331,0.000642201,0,3,78,0.521605,-0.00453662,0.382716
9,927,0.00645526,0,0.0014718,0,0.0118065,0,0.00497117,0.00498346,-0.00535121,-0.000367745,0.00645526,0.0103347,0.12466,0,51,30,0,0.031177,0,0.00387881,0,0.0123693,0,0.0269323,0.0272982,0.0188078,0.046106,0.031177,0.00849048,0.313584,0,79,2,0.527778,0.00570438,0.37037
9,936,0.0671592,0,0.0411522,0,0.0785298,0,0.0256747,0.0260071,-0.0113706,0.0146365,0.0671592,0.0373777,0.524032,0,51,30,0,0.154159,0,-4.13507e-07,0,0.0458956,0,0.143372,0.15416,0.108264,0.262423,0.154159,0.045896,9.00974e-06,0,5,76,0.55,0.0600287,0.333333
9,945,0.00509969,0,0.00542245,0,0.00499503,0,-0.000322871,-0.000322763,0.000104652,-0.000218111,0.00509969,0.000427416,1.08557,0,51,30,0,0.0123457,0,1.45448e-07,0,4.48155e-09,0,0.01227,0.0123456,0.0123457,0.0246913,0.0123457,1.40967e-07,32.4549,0,24,57,0.495679,-0.0174346,0.469136
9,954,0.00145243,0,0.00261439,0,0,0,-0.00116261,-0.00116195,0.00145243,0.000290479,0.00145243,0.00261439,inf,0,51,30,0,0.0123457,0,0,0,-3.57628e-08,0,0.0122701,0.0123457,0.0123457,0.0246915,0.0123457,3.57628e-08,0,0,75,6,0.5,-0.0418006,0.444444
9,963,0.000242072,0,0.000484144,0,0,0,-0.000242084,-0.000242072,0.000242072,2.91038e-11,0.000242072,0.000484144,inf,0,51,30,0,0.00617284,0,0.0123457,0,0,0,-0.00619191,-0.00617285,0.00617284,-1.30385e-08,0.00617284,0.0123457,inf,0,2,79,0.527778,0.00570438,0.37037
9,972,0.000411522,0,0,0,0.000823045,0,0.000411426,0.000411522,-0.000411523,-5.82077e-11,0.000411522,0.000823045,0,0,51,30,0,0.00617284,0,0,0,0.0123457,0,0.00615392,0.00617284,-0.00617285,-1.30385e-08,0.00617284,0.0123457,0,0,79,2,0.541975,0.0355982,0.345679
9,981,0.00580975,0,0.00575167,0,0.00613028,0,5.80532e-05,5.80777e-05,-0.000320531,-0.000262453,0.00580975,0.000378609,0.93824,0,51,30,0,0.0123457,0,1.14139e-07,0,5.42285e-09,0,0.01227,0.0123456,0.0123457,0.0246913,0.0123457,1.08717e-07,21.0479,0,30,51,0.5,-0.00309598,0.444444
9,990,0.00195272,0,0.000484144,0,0.00329218,0,0.00146758,0.00146857,-0.00133946,0.000129115,0.00195272,0.00280804,0.147059,0,51,30,0,0.0137522,0,0.000913604,0,0.0493818,0,0.0127569,0.0128386,-0.0356296,-0.022791,0.0137522,0.0484682,0.0185008,0,79,2,0.527778,0.00570438,0.37037
9,999,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,39,42,0.493827,-0.0117212,0.493827
9,1008,0.000242072,0,0.000484144,0,0,0,-0.000242084,-0.000242072,0.000242072,2.91038e-11,0.000242072,0.000484144,inf,0,51,30,0,0.00617284,0,0,0,0.0123457,0,0.00615392,0.00617284,-0.00617285,-1.30385e-08,0.00617284,0.0123457,0,0,79,2,0.516049,-0.0189905,0.395062
9,1017,0.00104898,0,0.000484144,0,0.00158933,0,0.000564654,0.000564835,-0.000540349,2.44853e-05,0.00104898,0.00110518,0.304622,0,51,30,0,0.0123457,0,-2.6077e-07,0,0.000312549,0,0.0122703,0.012346,0.0120331,0.0243791,0.0123457,0.000312809,0.000834335,0,2,79,0.541975,0.0355982,0.345679
9,1026,0.00187203,0,0.00222707,0,0.00158933,0,-0.000355068,-0.00035504,0.000282701,-7.2339e-05,0.00187203,0.00063774,1.40126,0,51,30,0,0.0123457,0,-1.27724e-08,0,-4.41352e-11,0,0.0122701,0.0123457,0.0123457,0.0246914,0.0123457,1.27283e-08,289.393,0,7,74,0.511111,-0.0161808,0.407407
9,1035,0.0819018,0,0.0893544,0,0.0717467,0,-0.00748052,-0.00745255,0.0101551,0.00270253,0.0819018,0.0176076,1.24541,0,51,30,0,0.150355,0,0.00470695,0,0.0237617,0,0.135971,0.145648,0.126594,0.272242,0.150355,0.0190548,0.19809,0,38,43,0.495679,-0.00815795,0.469136
9,1044,0.119341,0,0.132462,0,0.109068,0,-0.0132077,-0.0131209,0.0102734,-0.00284741,0.119341,0.0233943,1.21449,0,51,30,0,0.25736,0,0.0189989,0,0.0745998,0,0.213789,0.238361,0.18276,0.421122,0.25736,0.0556009,0.254678,0,13,68,0.497531,-0.0309598,0.45679
9,1053,0.229098,0,0.256181,0,0.185327,0,-0.027456,-0.0270825,0.0437712,0.0166887,0.229098,0.0708537,1.38232,0,51,30,0.00823045,0.553848,0,0.604657,0,0.217349,0,-0.0521453,-0.0508091,0.336499,0.285689,0.553848,0.387308,2.78196,0,2,79,0.527778,0.00570438,0.37037
9,1062,0.201792,0,0.186095,0,0.21561,0,0.0155758,0.0156976,-0.0138174,0.0018802,0.201792,0.029515,0.863109,0,51,30,0.00823045,0.619955,0,0.999962,0,0.175544,0,-0.478048,-0.380007,0.444411,0.0644031,0.619955,0.824418,5.69636,0,2,79,0.527778,0.00570438,0.37037
9,1071,0.476164,0,0.377983,0,0.497999,0,0.0936558,0.0981817,-0.0218344,0.0763473,0.476164,0.120016,0.759003,0,51,30,0.539095,0.818246,0,0.0915899,0,0.141118,0,0.546186,0.726656,0.677128,1.40378,0.818246,0.0495281,0.649031,0,27,54,0.503086,0.000620732,0.432099
9,1080,0.463933,0,0.493113,0,0.451312,0,-0.0296143,-0.0291801,0.0126205,-0.0165595,0.463933,0.0418006,1.09262,0,51,30,0.465021,0.822243,0,0.0352478,0,0.226173,0,0.580536,0.786996,0.59607,1.38307,0.822243,0.190926,0.155844,0,27,54,0.503086,0.000620732,0.432099
9,1089,0.496981,0,0.51631,0,0.491528,0,-0.0195186,-0.0193292,0.00545296,-0.0138763,0.496981,0.0247822,1.05042,0,51,30,0.37037,1,0,0.0803875,0,6.70861e-07,0,0.652123,0.919612,0.999999,1.91961,1,0.0803869,119827,0,51,30,0.493827,-0.0154799,0.493827
9,1098,0.345845,0,0.285027,0,0.390009,0,0.0590396,0.0608172,-0.0441644,0.0166528,0.345845,0.104982,0.730823,0,51,30,0.127572,0.593432,0,0.286544,0,0.000156233,0,0.267649,0.306888,0.593276,0.900163,0.593432,0.286388,1834.09,0,75,6,0.577778,0.120257,0.296296
9,1107,0.19369,0,0.183761,0,0.203917,0,0.00988033,0.0099293,-0.0102265,-0.000297219,0.19369,0.0201558,0.901157,0,51,30,0.0205761,0.868279,0,0.111171,0,0.156459,0,0.563669,0.757108,0.71182,1.46893,0.868279,0.045288,0.710544,0,2,79,0.527778,0.00570438,0.37037
9,1116,0.156943,0,0.129024,0,0.1532,0,0.027536,0.0279185,0.00374292,0.0316614,0.156943,0.0241756,0.842196,0,51,30,0.00411523,0.526489,0,0.197797,0,0.125897,0,0.284195,0.328692,0.400592,0.729284,0.526489,0.0718998,1.5711,0,2,79,0.541975,0.0355982,0.345679
9,1125,0.264974,0,0.186589,0,0.322151,0,0.0754648,0.0783852,-0.0571765,0.0212087,0.264974,0.135562,0.579198,0,51,30,0.0205761,0.836484,0,0.211351,0,0.110722,0,0.48559,0.625133,0.725763,1.3509,0.836484,0.100629,1.90885,0,79,2,0.527778,0.00570438,0.37037
9,1134,0.270648,0,0.25743,0,0.288548,0,0.0131305,0.0132172,-0.0179002,-0.00468305,0.270648,0.0311174,0.892159,0,51,30,0.0123457,0.654195,0,0.307967,0,0.248023,0,0.297307,0.346228,0.406172,0.7524,0.654195,0.0599436,1.24169,0,2,79,0.527778,0.00570438,0.37037
9,1143,0.127531,0,0.119932,0,0.134299,0,0.00757027,0.00759903,-0.00676711,0.000831917,0.127531,0.0143661,0.893028,0,51,30,0,0.289106,0,0.111311,0,0.117062,0,0.163644,0.177795,0.172044,0.349839,0.289106,0.00575087,0.950873,0,2,79,0.541975,0.0355982,0.345679
9,1152,0.088849,0,0.089664,0,0.0823896,0,-0.000815426,-0.000815056,0.00645936,0.0056443,0.088849,0.00727441,1.08829,0,51,30,0,0.175811,0,0.197618,0,0.0837793,0,-0.0220485,-0.0218072,0.0920313,0.0702241,0.175811,0.113839,2.35879,0,2,79,0.527778,0.00570438,0.37037
9,1161,0.0287338,0,0.0225613,0,0.0340855,0,0.00615357,0.00617251,-0.00535167,0.000820842,0.0287338,0.0115242,0.661904,0,51,30,0,0.0806387,0,5.20051e-06,0,0.0242826,0,0.0775475,0.0806335,0.0563561,0.13699,0.0806387,0.0242774,0.000214166,0,2,79,0.527778,0.00570438,0.37037
9,1170,0.0114823,0,0.00495764,0,0.0164893,0,0.00650349,0.00652469,-0.00500695,0.00151774,0.0114823,0.0115316,0.300658,0,51,30,0,0.0473534,0,0.00129658,0,2.30968e-07,0,0.0450276,0.0460569,0.0473532,0.0934101,0.0473534,0.00129635,5613.69,0,73,8,0.558642,0.0847675,0.320988
9,1179,0.00572906,0,0.00383444,0,0.00749257,0,0.0018928,0.00189462,-0.00176351,0.000131107,0.00572906,0.00365813,0.511766,0,51,30,0,0.0194684,0,1.16825e-05,0,0.00411522,0,0.0192699,0.0194567,0.0153532,0.03481,0.0194684,0.00410354,0.00283885,0,3,78,0.534568,0.0226831,0.358025
9,1188,0.0150731,0,0.00489955,0,0.0199801,0,0.0101222,0.0101736,-0.00490702,0.00526654,0.0150731,0.0150806,0.245221,0,51,30,0,0.0511217,0,1.39342e-06,0,0.000685599,0,0.0498565,0.0511203,0.0504361,0.101556,0.0511217,0.000684205,0.00203242,0,10,71,0.577778,0.128354,0.296296
9,1197,0.0150328,0,0.0043573,0,0.0217114,0,0.0106189,0.0106755,-0.00667863,0.00399684,0.0150328,0.0173541,0.200692,0,51,30,0,0.0511217,0,0.000685598,0,9.44402e-07,0,0.0492054,0.0504361,0.0511208,0.101557,0.0511217,0.000684653,725.959,0,71,10,0.577778,0.128354,0.296296
9,1206,0.00774627,0,0.0053353,0,0.00842915,0,0.00240799,0.00241097,-0.000682883,0.00172808,0.00774627,0.00309385,0.632959,0,51,30,0,0.0123457,0,0.00597372,0,7.09579e-10,0,0.00635176,0.00637195,0.0123457,0.0187176,0.0123457,0.00597372,8.41868e+06,0,32,49,0.558642,0.115707,0.320988
9,1215,0.0764947,0,0.0318761,0,0.107166,0,0.0436518,0.0446186,-0.0306715,0.0139471,0.0764947,0.0752902,0.297445,0,51,30,0,0.224727,0,0.00776741,0,-9.75349e-07,0,0.196356,0.21696,0.224728,0.441688,0.224727,0.00776839,7963.73,0,69,12,0.577778,0.13198,0.296296
9,1224,0.0159769,0,0.00557734,0,0.021456,0,0.0103459,0.0103995,-0.0054791,0.00492042,0.0159769,0.0158786,0.259944,0,51,30,0,0.0493829,0,-2.03255e-10,0,5.5631e-07,0,0.0482023,0.0493829,0.0493824,0.0987653,0.0493829,5.56513e-07,0.000365364,0,69,12,0.577778,0.13198,0.296296
9,1233,0.00557575,0,0.000958605,0,0.00854266,0,0.00460659,0.00461714,-0.00296691,0.00165023,0.00557575,0.00758406,0.112214,0,51,30,0,0.0293018,0,0.00286503,0,0.0123567,0,0.0260933,0.0264367,0.016945,0.0433817,0.0293018,0.00949171,0.23186,0,79,2,0.541975,0.0355982,0.345679
9,1242,0.00843219,0,0.00193658,0,0.012743,0,0.00647459,0.00649562,-0.00431083,0.00218479,0.00843219,0.0108064,0.151972,0,51,30,0,0.0479208,0,0.000948668,0,3.27826e-07,0,0.0459023,0.0469722,0.0479205,0.0948927,0.0479208,0.000948341,2893.82,0,76,5,0.55,0.0600287,0.333333
9,1251,0.000411522,0,0,0,0.000823045,0,0.000411426,0.000411522,-0.000411523,-5.82077e-11,0.000411522,0.000823045,0,0,51,30,0,0.00617284,0,0.0123457,0,0,0,-0.00619191,-0.00617285,0.00617284,-1.30385e-08,0.00617284,0.0123457,inf,0,2,79,0.541975,0.0355982,0.345679
9,1260,0.00505127,0,0.0049383,0,0.00476799,0,0.000113004,0.00011297,0.00028328,0.000396251,0.00505127,0.00017031,1.03572,0,51,30,0,0.0172841,0,0.00299856,0,1.28547e-06,0,0.0141844,0.0142855,0.0172828,0.0315683,0.0172841,0.00299727,2332.65,0,75,6,0.50679,-0.0276527,0.419753
9,1269,0.00442188,0,0.00397,0,0.00499503,0,0.000451701,0.000451874,-0.000573156,-0.000121281,0.00442188,0.00102503,0.79479,0,51,30,0,0.0123457,0,9.73932e-08,0,4.88313e-09,0,0.01227,0.0123456,0.0123457,0.0246914,0.0123457,9.25101e-08,19.9449,0,18,63,0.516049,0.0156937,0.395062
9,1278,0.00310661,0,0.000484144,0,0.00593161,0,0.00261905,0.00262246,-0.00282501,-0.000202542,0.00310661,0.00544747,0.081621,0,51,30,0,0.01472,0,7.7486e-07,0,0.00150056,0,0.014612,0.0147192,0.0132194,0.0279386,0.01472,0.00149978,0.000516382,0,3,78,0.55,0.0550875,0.333333
9,1287,0.000484144,0,0.000948922,0,0,0,-0.000464905,-0.000464778,0.000484144,1.93658e-05,0.000484144,0.000948922,inf,0,51,30,0,0.0123457,0,7.45058e-09,0,0,0,0.0122701,0.0123457,0.0123457,0.0246913,0.0123457,7.45058e-09,inf,0,2,79,0.516049,-0.0189905,0.395062
9,1296,0.0139434,0,0.00534498,0,0.0118065,0,0.00856169,0.00859843,0.00213694,0.0107354,0.0139434,0.00646149,0.452716,0,51,30,0,0.0419439,0,6.95388e-06,0,0.00781524,0,0.0410815,0.0419369,0.0341287,0.0760656,0.0419439,0.00780828,0.000889784,0,3,78,0.55,0.0550875,0.333333
9,1305,0.000823045,0,0,0,0.00158933,0,0.000822682,0.000823045,-0.000766283,5.67615e-05,0.000823045,0.00158933,0,0,51,30,0,0.0123457,0,7.45058e-09,0,0,0,0.0122701,0.0123457,0.0123457,0.0246913,0.0123457,7.45058e-09,inf,0,2,79,0.541975,0.0355982,0.345679
9,1314,0.00665698,0,0.00522879,0,0.00797504,0,0.00142723,0.00142819,-0.00131806,0.000110126,0.00665698,0.00274625,0.655644,0,51,30,0,0.0230508,0,0.0123595,0,0.00540951,0,0.0106345,0.0106913,0.0176413,0.0283326,0.0230508,0.00695004,2.28478,0,2,79,0.541975,0.0355982,0.345679
9,1323,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,40,41,0.494444,-0.0104181,0.481481
9,1332,0.00123457,0,0,0,0.00229885,0,0.00123377,0.00123457,-0.00106428,0.000170285,0.00123457,0.00229885,0,0,51,30,0,0.0123457,0,0,0,-8.9407e-08,0,0.0122701,0.0123457,0.0123458,0.0246915,0.0123457,8.9407e-08,0,0,78,3,0.55,0.0550875,0.333333
9,1341,0.00501092,0,0.00222707,0,0.00706685,0,0.00278003,0.00278386,-0.00205592,0.000727933,0.00501092,0.00483978,0.315143,0,51,30,0,0.0145338,0,0.0493871,0,0.00364641,0,-0.0354752,-0.0348533,0.0108874,-0.023966,0.0145338,0.0457407,13.544,0,2,79,0.541975,0.0355982,0.345679
9,1350,0.00653594,0,0.00772693,0,0.00567618,0,-0.00119173,-0.00119099,0.000859756,-0.000331235,0.00653594,0.00205075,1.36129,0,51,30,0,0.0381309,0,2.10851e-05,0,0.0052893,0,0.0374015,0.0381098,0.0328416,0.0709514,0.0381309,0.00526821,0.00398638,0,2,79,0.516049,-0.0189905,0.395062
9,1359,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,40,41,0.497531,-0.00424949,0.45679
9,1368,0.00123457,0,0,0,0.00263942,0,0.00123377,0.00123457,-0.00140485,-0.000170285,0.00123457,0.00263942,0,0,51,30,0,0.0128145,0,0.0493824,0,0.000312549,0,-0.0372533,-0.0365679,0.012502,-0.024066,0.0128145,0.0490699,157.999,0,2,79,0.541975,0.0355982,0.345679
9,1377,0.00267087,0,0.00397,0,0.000823045,0,-0.00129999,-0.00129913,0.00184783,0.000548699,0.00267087,0.00314696,4.82356,0,51,30,0,0.0123457,0,-4.9362e-11,0,5.4186e-08,0,0.0122701,0.0123457,0.0123457,0.0246914,0.0123457,5.42354e-08,0.000910973,0,70,11,0.494444,-0.0414694,0.481481
9,1386,0.00134753,0,0.00193658,0,0.000823045,0,-0.000589187,-0.000589045,0.00052449,-6.45551e-05,0.00134753,0.00111353,2.35294,0,51,30,0,0.0128267,0,3.47694e-08,0,0.000320667,0,0.0127451,0.0128267,0.012506,0.0253327,0.0128267,0.000320632,0.000108428,0,4,77,0.516049,-0.0135019,0.395062
9,1395,0.000823045,0,0,0,0.00161771,0,0.000822682,0.000823045,-0.000794664,2.83808e-05,0.000823045,0.00161771,0,0,51,30,0,0.0123457,0,0.0123457,0,0,0,0,-1.30385e-08,0.0123457,0.0123457,0.0123457,0.0123457,inf,0,2,79,0.541975,0.0355982,0.345679
9,1404,0.00192044,0,0.000484144,0,0.00329218,0,0.00143532,0.0014363,-0.00137174,6.4557e-05,0.00192044,0.00280804,0.147059,0,51,30,0,0.0308642,0,0.111111,0,0,0,-0.0836499,-0.0802468,0.0308642,-0.0493826,0.0308642,0.111111,inf,0,2,79,0.527778,0.00570438,0.37037
9,1413,0.0116921,0,0.00720408,0,0.0159217,0,0.00447807,0.00448804,-0.00422959,0.000258449,0.0116921,0.00871763,0.452469,0,51,30,0,0.0269519,0,0.00598158,0,5.679e-07,0,0.0207535,0.0209703,0.0269513,0.0479216,0.0269519,0.00598101,10532.8,0,71,10,0.577778,0.128354,0.296296
9,1422,0.00512388,0,0.00249819,0,0.00740741,0,0.00262226,0.00262569,-0.00228353,0.000342154,0.00512388,0.00490922,0.337256,0,51,30,0,0.0339899,0,0.111116,0,0.002845,0,-0.080263,-0.0771264,0.0311449,-0.0459815,0.0339899,0.108271,39.0568,0,2,79,0.527778,0.00570438,0.37037
9,1431,0.00297749,0,0.000987654,0,0.00482475,0,0.00198786,0.00198984,-0.00184725,0.000142585,0.00297749,0.00383709,0.204706,0,51,30,0,0.0315676,0,0.000913605,0,0.111111,0,0.0301935,0.030654,-0.0795435,-0.0488896,0.0315676,0.110197,0.00822244,0,79,2,0.527778,0.00570438,0.37037
9,1440,0.00814971,0,0.00687487,0,0.00871296,0,0.00127401,0.00127484,-0.000563253,0.000711584,0.00814971,0.00183809,0.78904,0,51,30,0,0.0123456,0,2.00291e-08,0,0.00557779,0,0.0122701,0.0123456,0.00676786,0.0191135,0.0123456,0.00557777,3.59087e-06,0,39,42,0.516049,0.0326959,0.395062
9,1449,0.00118615,0,0.00139433,0,0.000823045,0,-0.000208221,-0.000208182,0.000363108,0.000154926,0.00118615,0.00057129,1.69412,0,51,30,0,0.0128205,0,-8.9407e-08,0,0.000316556,0,0.0127391,0.0128206,0.012504,0.0253246,0.0128205,0.000316645,0.000282437,0,3,78,0.511111,-0.0265716,0.407407
9,1458,0.0103607,0,0.0079787,0,0.0129417,0,0.00237921,0.00238198,-0.00258101,-0.000199033,0.0103607,0.00496299,0.616512,0,51,30,0,0.0433769,0,1.35175e-06,0,0.00340066,0,0.0424612,0.0433756,0.0399762,0.0833518,0.0433769,0.00339931,0.000397495,0,7,74,0.534568,0.0325754,0.358025
9,1467,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,41,40,0.521605,0.0438657,0.382716
9,1476,0.000927943,0,0.000958605,0,0.000823045,0,-3.06969e-05,-3.06625e-05,0.000104898,7.42353e-05,0.000927943,0.00013556,1.16471,0,51,30,0,0.0128145,0,0.0123456,0,0.000312549,0,0.00046874,0.000468854,0.0125019,0.0129708,0.0128145,0.0120331,39.4999,0,2,79,0.516049,-0.0189905,0.395062
9,1485,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,36,45,0.50679,0.0135802,0.419753
9,1494,0.00782701,0,0.00493828,0,0.010359,0,0.00288463,0.00288873,-0.00253201,0.00035672,0.00782701,0.00542074,0.476713,0,51,30,0,0.0524292,0,1.03315e-06,0,0.00226577,0,0.0511,0.0524282,0.0501634,0.102592,0.0524292,0.00226473,0.000455981,0,4,77,0.541975,0.0407929,0.345679
9,1503,0.00652787,0,0.00600343,0,0.00593161,0,0.000524383,0.000524446,0.000596263,0.00112071,0.00652787,7.18166e-05,1.01211,0,51,30,0,0.0123457,0,2.87293e-09,0,4.41605e-08,0,0.0122701,0.0123457,0.0123457,0.0246913,0.0123457,4.12876e-08,0.0650565,0,42,39,0.521605,0.0438001,0.382716
9,1512,0.000968288,0,0.00193658,0,0,0,-0.000968687,-0.000968288,0.000968288,1.16415e-10,0.000968288,0.00193658,inf,0,51,30,0,0.0246913,0,0,0,0.0493829,0,0.0243914,0.0246913,-0.0246915,-1.71363e-07,0.0246913,0.0493829,0,0,79,2,0.527778,0.00570438,0.37037
9,1521,0.00219479,0,0.000948922,0,0.00329218,0,0.00124508,0.00124587,-0.00109738,0.000148488,0.00219479,0.00234326,0.288235,0,51,30,0,0.0137702,0,0.000925,0,1.39077e-07,0,0.0127635,0.0128452,0.0137701,0.0266153,0.0137702,0.000924861,6650.97,0,78,3,0.521605,-0.00453662,0.382716
9,1530,0.005253,0,0.00542245,0,0.00536399,0,-0.00016953,-0.000169451,-0.00011099,-0.000280441,0.005253,5.8461e-05,1.0109,0,51,30,0,0.0123457,0,1.27852e-07,0,6.88937e-09,0,0.01227,0.0123456,0.0123457,0.0246913,0.0123457,1.20963e-07,18.5579,0,25,56,0.497531,-0.0125777,0.45679
9,1539,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,34,47,0.494444,-0.0118745,0.481481
9,1548,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,44,37,0.495679,-0.00836533,0.469136
9,1557,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,33,48,0.511111,0.0210136,0.407407
9,1566,0.00846443,0,0.00797869,0,0.00840074,0,0.00048566,0.000485735,6.36848e-05,0.00054942,0.00846443,0.00042205,0.94976,0,51,30,0,0.0370371,0,0.111131,0,0.00675586,0,-0.0769828,-0.0740942,0.0302812,-0.043813,0.0370371,0.104375,16.4496,0,2,79,0.541975,0.0355982,0.345679
9,1575,0.0477446,0,0.0327766,0,0.0654747,0,0.0148571,0.014968,-0.0177301,-0.00276212,0.0477446,0.0326982,0.500599,0,51,30,0.316872,0.287799,0,0.00618386,0,0.0186747,0,0.248121,0.281615,0.269124,0.550739,0.287799,0.0124908,0.331137,0,4,77,0.527778,0.01106,0.37037
9,1584,0.0189785,0,0.00245946,0,0.0355896,0,0.0163841,0.0165191,-0.0166111,-9.20221e-05,0.0189785,0.0331301,0.0691061,0,51,30,0,0.229412,0,0.444449,0,0.00355825,0,-0.242119,-0.215037,0.225853,0.0108162,0.229412,0.440891,124.907,0,2,79,0.541975,0.0355982,0.345679
9,1593,0.00557574,0,0.000484144,0,0.0110402,0,0.00507875,0.00509159,-0.00546444,-0.000372845,0.00557574,0.010556,0.0438529,0,51,30,0,0.0636038,0,0.00120211,0,0.197538,0,0.0605322,0.0624017,-0.133935,-0.0715328,0.0636038,0.196336,0.00608545,0,79,2,0.541975,0.0355982,0.345679
9,1602,0.0233277,0,0.02382,0,0.0219384,0,-0.000492396,-0.000492269,0.00138929,0.000897024,0.0233277,0.00188156,1.08577,0,51,30,0,0.0756782,0,0.0246898,0,0.0178224,0,0.0497311,0.0509884,0.0578558,0.108844,0.0756782,0.00686739,1.38532,0,4,77,0.516049,-0.0135019,0.395062
